Time	L_BF	L_GAL	L_TA	L_VL	R_BF	R_GAL	R_TA	R_VL
2.7845000000001	0.00221	-0.093137	0.000878	0.002552	0.033567	0.000193	0.087126	0.042181
2.7850000000001	0.003884	-0.094309	-0.000717	0.000267	0.034563	-0.000636	0.132319	0.031853
2.7855000000001	0.005223	-0.076736	0.000322	-0.001948	0.055399	-0.003039	0.103651	0.014635
2.7860000000001	0.003618	-0.027293	0.003626	-0.001661	0.084279	-0.004849	0.044949	-0.000132
2.7865000000001	0.000313	0.031328	0.00491	-0.001432	0.086482	-0.00357	0.00434	-0.009113
2.7870000000001	-0.002593	0.054078	0.001575	-0.001982	0.038933	-0.000527	-0.016847	-0.015553
2.7875000000001	-0.004558	0.027017	-0.003172	-0.001266	-0.041258	4.2e-05	-0.043555	-0.020342
2.7880000000001	-0.004633	-0.010478	-0.004292	-0.000802	-0.103574	-0.002497	-0.078651	-0.019856
2.7885000000001	-0.002608	-0.010676	-0.001549	-0.002425	-0.108579	-0.004242	-0.092463	-0.013701
2.7890000000001	-0.000299	0.029473	0.001358	-0.003503	-0.067203	-0.00186	-0.062127	-0.006917
2.7895000000001	0.001146	0.073145	0.003268	-0.003379	-0.025342	0.004034	-0.011813	-0.003287
2.7900000000001	0.003028	0.088188	0.006425	-0.004388	-0.011228	0.008442	0.008255	-0.000632
2.7905000000001	0.00695	0.073406	0.01052	-0.005728	-0.01409	0.00734	-0.016457	0.005447
2.7910000000001	0.010207	0.046501	0.011491	-0.005681	-0.013343	0.003736	-0.051895	0.014352
2.7915000000001	0.008268	0.019724	0.007932	-0.005887	-0.006042	0.002783	-0.064573	0.019931
2.7920000000001	0.002839	-0.007925	0.003839	-0.007665	0.000664	0.003118	-0.055373	0.019494
2.7925000000001	-0.000933	-0.038141	0.00305	-0.008826	0.005347	0.000886	-0.042257	0.018466
2.7930000000001	-0.002521	-0.057862	0.003984	-0.007942	0.010151	-0.002117	-0.033411	0.020257
2.7935000000001	-0.004439	-0.045166	0.003579	-0.006241	0.013665	-0.002942	-0.027209	0.019942
2.7940000000001	-0.006664	0.002611	0.003263	-0.004237	0.014143	-0.002586	-0.023112	0.013408
2.7945000000001	-0.006532	0.055622	0.004866	-0.002067	0.012983	-0.002496	-0.021519	0.002652
2.7950000000001	-0.003683	0.079368	0.005912	-0.001066	0.012078	-0.002998	-0.02117	-0.008241
2.7955000000001	-0.001511	0.070406	0.004204	-0.001895	0.011955	-0.003506	-0.021024	-0.015456
2.7960000000001	-0.001966	0.052696	0.001389	-0.002785	0.011874	-0.003354	-0.020747	-0.01726
2.7965000000001	-0.003168	0.044242	0.000446	-0.002141	0.011215	-0.003237	-0.021238	-0.016637
2.7970000000001	-0.003444	0.042082	0.002196	-0.001647	0.010166	-0.002903	-0.025551	-0.018866
2.7975000000001	-0.003595	0.037839	0.004445	-0.002189	0.007725	-0.00137	-0.034946	-0.022802
2.7980000000001	-0.004747	0.031623	0.005304	-0.001691	0.002971	5e-06	-0.045364	-0.017292
2.7985000000001	-0.006652	0.027327	0.005048	-0.000134	-0.001389	-0.000471	-0.051496	0.007879
2.7990000000001	-0.007803	0.02381	0.003656	0.001123	-0.00169	-0.001794	-0.052003	0.046986
2.7995000000001	-0.007562	0.016773	0.00093	0.002638	0.001588	-0.002195	-0.04995	0.079069
2.8000000000001	-0.007017	0.008103	-0.001862	0.004009	0.004747	-0.002076	-0.050064	0.088029
2.8005000000001	-0.005848	0.005036	-0.003143	0.003628	0.005721	-0.002475	-0.054524	0.077305
2.8010000000001	-0.002951	0.007027	-0.002094	0.002641	0.005908	-0.003059	-0.058637	0.060418
2.8015000000001	-0.000269	0.005097	0.000424	0.003198	0.007177	-0.003447	-0.0489	0.044388
2.8020000000001	-0.00034	-0.003928	0.001971	0.00472	0.008671	-0.003847	-0.01237	0.027253
2.8025000000001	-0.001807	-0.014494	0.000581	0.006339	0.008166	-0.00444	0.041997	0.008414
2.8030000000001	-0.001375	-0.020985	-0.003715	0.007887	0.005553	-0.004817	0.07985	-0.006637
2.8035000000001	0.001163	-0.022984	-0.007873	0.007464	0.002449	-0.003937	0.074433	-0.015069
2.8040000000001	0.002967	-0.024141	-0.008301	0.004256	-0.00061	-0.001972	0.037523	-0.020292
2.8045000000001	0.002655	-0.025813	-0.005549	0.000926	-0.003603	-0.000531	0.004276	-0.025101
2.8050000000001	0.001713	-0.025597	-0.002972	-5.7e-05	-0.004946	-0.000462	-0.006557	-0.030039
2.8055000000001	0.002301	-0.023545	-0.002121	0.000445	-0.003241	-0.00103	-0.003448	-0.035637
2.8060000000001	0.004078	-0.022114	-0.002157	0.000388	-0.000596	-0.001117	-0.000701	-0.040381
2.8065000000001	0.004222	-0.018535	-0.001621	-0.000222	-0.000276	4.2e-05	-0.001453	-0.043693
2.8070000000001	0.002175	-0.006557	-0.000399	-0.000762	-0.000365	0.003363	-1.2e-05	-0.051296
2.8075000000001	0.000476	0.011073	-0.000411	-0.001236	0.003842	0.008042	0.007071	-0.064544
2.80800000000011	0.000938	0.020338	-0.002309	-0.001882	0.01106	0.011488	0.014951	-0.071407
2.80850000000011	0.002442	0.010462	-0.004206	-0.002831	0.015011	0.011457	0.015691	-0.062137
2.80900000000011	0.002395	-0.011806	-0.00518	-0.003081	0.012116	0.005364	0.008811	-0.045022
2.80950000000011	0.000696	-0.027447	-0.00502	-0.00234	0.00409	-0.005988	0.002931	-0.035757
2.81000000000011	-0.000477	-0.027064	-0.003553	-0.001186	-0.004014	-0.015317	0.003539	-0.036516
2.81050000000011	-0.000657	-0.019855	-0.00283	0.000423	-0.007944	-0.016245	0.006034	-0.037636
2.81100000000011	-0.001476	-0.017462	-0.004196	0.002178	-0.008572	-0.011185	0.005872	-0.034991
2.81150000000011	-0.003513	-0.019024	-0.005308	0.003581	-0.010487	-0.007978	0.005859	-0.031799
2.81200000000011	-0.004618	-0.017978	-0.004126	0.003983	-0.015518	-0.008965	0.0083	-0.02943
2.81250000000011	-0.002345	-0.014944	-0.002405	0.003141	-0.019576	-0.009041	0.006978	-0.025811
2.81300000000011	0.002031	-0.014227	-0.002941	0.001973	-0.017388	-0.004636	-0.008425	-0.019746
2.81350000000011	0.003973	-0.014831	-0.005192	0.001417	-0.010381	0.001155	-0.041902	-0.012248
2.81400000000011	0.00225	-0.013692	-0.006206	0.001427	-0.00453	0.002989	-0.085821	-0.005241
2.81450000000011	0.000494	-0.010374	-0.004998	0.00097	-0.000174	0.000672	-0.121266	-0.000724
2.81500000000011	0.000772	-0.006046	-0.003279	-3.2e-05	0.007073	-0.000848	-0.126139	0.001703
2.81550000000011	0.001907	-0.002302	-0.002863	-0.000109	0.01675	0.002022	-0.094619	0.00334
2.81600000000011	0.002694	4.7e-05	-0.00356	0.001245	0.022215	0.008114	-0.049495	0.003089
2.81650000000011	0.003625	0.000934	-0.003458	0.002078	0.01903	0.013458	-0.01956	-4.7e-05
2.81700000000011	0.005447	7.8e-05	-0.002334	0.00118	0.011275	0.015885	0.001726	-0.005307
2.81750000000011	0.006636	-0.002673	-0.002108	0.000231	0.006221	0.017157	0.053545	-0.009572
2.81800000000011	0.005848	-0.007628	-0.002414	-7.9e-05	0.005238	0.017803	0.14596	-0.007928
2.81850000000011	0.003856	-0.01565	-0.001182	-2.4e-05	0.003481	0.010918	0.220029	0.002382
2.81900000000011	0.001778	-0.02457	0.000829	0.000196	-0.002399	-0.009677	0.201176	0.020067
2.81950000000011	0.001001	-0.028864	0.001208	-0.000797	-0.009603	-0.033973	0.09103	0.040605
2.82000000000011	0.001747	-0.028891	-0.000773	-0.001535	-0.014558	-0.04209	-0.027742	0.059649
2.82050000000011	0.002135	-0.030994	-0.003889	-0.000129	-0.017651	-0.027811	-0.084874	0.074618
2.82100000000011	0.001268	-0.0367	-0.005849	0.000104	-0.019441	-0.004777	-0.083948	0.082242
2.82150000000011	0.000234	-0.044283	-0.00492	-0.002225	-0.018586	0.010797	-0.068042	0.080779
2.82200000000011	-0.000272	-0.054737	-0.001142	-0.002572	-0.014825	0.015668	-0.067314	0.07386
2.82250000000011	-0.001065	-0.065026	0.003492	0.000589	-0.00955	0.017231	-0.079125	0.066486
2.82300000000011	-0.00269	-0.061704	0.00544	0.002708	-0.004937	0.021493	-0.059393	0.059354
2.82350000000011	-0.004485	-0.029361	0.003506	0.001244	-0.003683	0.026907	0.050017	0.049339
2.82400000000011	-0.00553	0.031431	0.001759	-0.001456	-0.005761	0.02944	0.231574	0.032974
2.82450000000011	-0.004944	0.092249	0.002968	-0.002001	-0.006913	0.028488	0.352502	0.01116
2.82500000000011	-0.003505	0.111318	0.004189	0.00135	-0.004708	0.025597	0.292533	-0.008599
2.82550000000011	-0.003198	0.074005	0.003381	0.005434	-0.001811	0.022696	0.102219	-0.020137
2.82600000000011	-0.003455	0.013791	0.002432	0.005258	-0.00016	0.020529	-0.044477	-0.026999
2.82650000000011	-0.00274	-0.020383	0.003402	0.002416	0.000833	0.016022	-0.050648	-0.03704
2.82700000000011	-0.001983	-0.014151	0.005808	0.001769	0.000906	0.006931	0.022566	-0.052179
2.82750000000011	-0.002668	0.006584	0.00666	0.002945	0.00118	-0.001812	0.069214	-0.06809
2.82800000000011	-0.004448	0.014103	0.004789	0.002717	0.003498	-0.003969	0.057592	-0.079358
2.82850000000011	-0.005362	0.005385	0.00327	0.000779	0.004898	-0.003774	0.022785	-0.081061
2.82900000000011	-0.003706	-0.004136	0.004899	-0.001343	0.002097	-0.013242	-0.000658	-0.069808
2.82950000000011	-0.000682	0.001328	0.008297	-0.002915	-0.002614	-0.034098	-0.006982	-0.045241
2.83000000000011	0.000579	0.022003	0.009143	-0.003192	-0.006245	-0.051198	-0.004823	-0.012925
2.83050000000011	-0.000708	0.04167	0.005274	-0.001477	-0.008504	-0.049771	-0.000924	0.012426
2.83100000000011	-0.002695	0.046476	0.000618	0.001023	-0.009059	-0.032914	0.001478	0.015767
2.83150000000011	-0.003626	0.040542	0.000308	0.001312	-0.006815	-0.016348	0.000243	-0.002346
2.83200000000011	-0.00288	0.035468	0.003678	-0.001374	-0.001902	-0.009431	-0.00405	-0.024994
2.83250000000011	-0.001723	0.03106	0.006091	-0.003134	0.002494	-0.007569	-0.009233	-0.036649
2.83300000000011	-0.001864	0.019217	0.00501	-0.00159	0.00134	-0.001932	-0.014385	-0.038701
2.83350000000011	-0.002532	0.0006	0.001749	0.000286	-0.005616	0.008104	-0.018426	-0.04336
2.83400000000011	-0.002137	-0.013911	-0.001494	0.000774	-0.011572	0.014224	-0.019964	-0.053834
2.83450000000011	-0.000933	-0.014033	-0.004134	0.000736	-0.011079	0.011104	-0.019627	-0.056737
2.83500000000011	0.000418	0.001883	-0.006253	-0.000679	-0.003737	0.00436	-0.019455	-0.038351
2.83550000000011	0.001936	0.024198	-0.007034	-0.002729	0.00896	0.003414	-0.020452	-0.005002
2.83600000000011	0.003009	0.036406	-0.005644	-0.002201	0.020773	0.010037	-0.021504	0.022916
2.83650000000011	0.003768	0.03007	-0.002841	0.000259	0.021894	0.01767	-0.020899	0.034544
2.83700000000011	0.005614	0.01458	-0.000497	0.001734	0.010679	0.020886	-0.019557	0.035496
2.83750000000011	0.007628	0.004527	0.000174	0.002409	-0.002895	0.020159	-0.019357	0.035754
2.83800000000012	0.007562	0.003181	-0.000462	0.002023	-0.007564	0.018073	-0.018388	0.038787
2.83850000000012	0.005158	0.003999	-0.000711	-0.001263	-0.001157	0.016685	-0.016299	0.044211
2.83900000000012	0.002133	0.00203	0.001117	-0.00514	0.008482	0.017004	-0.023089	0.053252
2.83950000000012	0.001313	-0.000848	0.004102	-0.005303	0.012108	0.017422	-0.051547	0.062838
2.84000000000012	0.003399	-0.001194	0.005576	-0.00249	0.007937	0.013856	-0.100661	0.06557
2.84050000000012	0.00566	-0.000271	0.00537	-0.000266	0.002288	0.003384	-0.1541	0.06536
2.84100000000012	0.00579	-0.002173	0.005224	0.000735	0.001322	-0.011603	-0.197733	0.081001
2.84150000000012	0.004063	-0.007138	0.00551	0.000628	0.004372	-0.023049	-0.235119	0.120637
2.84200000000012	0.002198	-0.010836	0.005668	-0.0012	0.007591	-0.023931	-0.280706	0.16198
2.84250000000012	0.00173	-0.011346	0.005235	-0.002964	0.008817	-0.01655	-0.340684	0.17553
2.84300000000012	0.003051	-0.010513	0.003672	-0.003143	0.008052	-0.009254	-0.396181	0.157591
2.84350000000012	0.004624	-0.009717	0.001239	-0.002627	0.006864	-0.006238	-0.382299	0.124691
2.84400000000012	0.004058	-0.010128	-0.000894	-0.00186	0.00745	-0.005598	-0.201319	0.087756
2.84450000000012	0.002161	-0.011595	-0.001833	-0.000535	0.011235	-0.003987	0.163588	0.048865
2.84500000000012	0.001655	-0.010971	-0.001622	0.001261	0.017538	-0.000523	0.532001	0.014336
2.84550000000012	0.001448	-0.007564	-0.001909	0.002102	0.024437	0.002959	0.635573	-0.008674
2.84600000000012	-0.000928	-0.004892	-0.004369	0.000639	0.029974	0.004966	0.407741	-0.022536
2.84650000000012	-0.00344	-0.004223	-0.007502	-0.001955	0.032898	0.005926	0.073909	-0.033706
2.84700000000012	-0.00269	-0.004067	-0.00851	-0.003171	0.033192	0.006377	-0.104741	-0.043494
2.84750000000012	-0.000304	-0.004339	-0.007223	-0.001777	0.030662	0.005954	-0.088433	-0.051295
2.84800000000012	-0.000198	-0.005179	-0.005139	-0.000191	0.025727	0.004073	-0.007434	-0.062321
2.84850000000012	-0.002236	-0.005735	-0.003772	-0.001273	0.021034	6e-05	0.043122	-0.081557
2.84900000000012	-0.00333	-0.005739	-0.003928	-0.002937	0.019034	-0.005147	0.062896	-0.10404
2.84950000000012	-0.001872	-0.005579	-0.004576	-0.002542	0.01901	-0.008487	0.062965	-0.120606
2.85000000000012	0.000607	-0.005106	-0.004307	-0.001307	0.017584	-0.008918	0.027898	-0.12571
2.85050000000012	0.001221	-0.003668	-0.003465	-0.000351	0.013796	-0.009525	-0.040097	-0.118069
2.85100000000012	-0.000616	-0.00157	-0.003607	0.000823	0.013095	-0.01329	-0.101803	-0.10206
2.85150000000012	-0.002776	-2.3e-05	-0.004535	0.0013	0.022032	-0.017563	-0.117372	-0.085028
2.85200000000012	-0.003895	-6.9e-05	-0.00435	0.000214	0.038312	-0.01696	-0.066349	-0.068035
2.85250000000012	-0.004576	-0.00209	-0.003361	-0.00029	0.050656	-0.011963	0.062185	-0.046841
2.85300000000012	-0.00485	-0.004706	-0.002894	0.000601	0.049888	-0.007959	0.243902	-0.024507
2.85350000000012	-0.004145	-0.006156	-0.002967	0.000811	0.036563	-0.006997	0.381667	-0.010771
2.85400000000012	-0.0038	-0.006112	-0.003923	0.000405	0.018869	-0.005749	0.36507	-0.00817
2.85450000000012	-0.004845	-0.003912	-0.004985	0.000473	0.005553	-0.000511	0.199319	-0.010191
2.85500000000012	-0.005003	0.00041	-0.003249	0.000642	-0.000696	0.007146	0.02091	-0.01133
2.85550000000012	-0.002349	0.00404	0.001853	0.000862	-0.003627	0.011577	-0.051848	-0.011276
2.85600000000012	0.001171	0.004368	0.006284	0.001779	-0.009075	0.010683	-0.03798	-0.010673
2.85650000000012	0.002055	0.002318	0.006276	0.003041	-0.021863	0.008309	-0.027992	-0.008545
2.85700000000012	-0.000492	0.000705	0.003229	0.00236	-0.044057	0.007918	-0.051319	-0.00549
2.85750000000012	-0.00297	5.3e-05	0.001162	-0.000281	-0.073334	0.007614	-0.067942	-0.003957
2.85800000000012	-0.001784	-0.001238	0.0016	-0.001061	-0.102434	0.004418	-0.058262	-0.003584
2.85850000000012	0.001681	-0.002768	0.002848	0.000936	-0.11892	0.000567	-0.049421	-0.00218
2.85900000000012	0.003787	-0.001811	0.003052	0.002736	-0.110478	0.000378	-0.054862	0.00074
2.85950000000012	0.003568	0.001218	0.002793	0.002836	-0.079143	0.002661	-0.047614	0.007856
2.86000000000012	0.002266	0.00181	0.003088	0.001721	-0.042699	0.001953	-0.009389	0.025035
2.86050000000012	0.001614	-0.000334	0.002755	-0.000322	-0.013172	-0.00289	0.033561	0.051395
2.86100000000012	0.002087	-0.000487	0.000922	-0.002069	0.014325	-0.007092	0.043738	0.074701
2.86150000000012	0.002169	0.001774	-0.000688	-0.000827	0.044256	-0.007016	0.017574	0.081276
2.86200000000012	0.000995	0.003489	-0.000332	0.002676	0.063262	-0.004061	-0.018727	0.068057
2.86250000000012	-0.000591	0.004407	0.001784	0.003991	0.052976	-0.001546	-0.042465	0.043661
2.86300000000012	-0.001058	0.004375	0.004483	0.002377	0.019172	-0.000488	-0.04982	0.017152
2.86350000000012	0.000489	0.002791	0.006237	0.001248	-0.009312	-0.000258	-0.047947	-0.007623
2.86400000000012	0.001934	0.001445	0.006152	0.001668	-0.015313	-0.000454	-0.047493	-0.022475
2.86450000000012	0.000634	0.001171	0.005171	0.002146	-0.010699	-0.001044	-0.060787	-0.01394
2.86500000000012	-0.001565	-0.000405	0.004857	0.001728	-0.014821	-0.003768	-0.09347	0.020516
2.86550000000012	-0.001615	-0.003497	0.005519	-0.000267	-0.030085	-0.009147	-0.132509	0.066035
2.86600000000012	-0.000308	-0.004905	0.005803	-0.002667	-0.045283	-0.013103	-0.145303	0.102938
2.86650000000012	0.000809	-0.003725	0.004479	-0.002713	-0.051359	-0.01242	-0.101725	0.116918
2.86700000000012	0.002229	-0.001733	0.00258	-0.0012	-0.046728	-0.008122	-0.010841	0.101121
2.86750000000012	0.002906	-0.000809	0.001804	-0.000576	-0.035777	-0.003239	0.07235	0.063766
2.86800000000013	-0.000111	-0.001455	0.002253	-0.000408	-0.025626	-0.000554	0.094582	0.029107
2.86850000000013	-0.005608	-0.001211	0.003098	-0.00055	-0.019671	0.000666	0.055491	0.016446
2.86900000000013	-0.00809	0.001353	0.003091	-0.00213	-0.015816	0.00338	0.002289	0.021072
2.86950000000013	-0.00544	0.003464	0.001551	-0.004648	-0.010073	0.007215	-0.022095	0.020802
2.87000000000013	-0.001065	0.003348	-5.4e-05	-0.00709	0.001469	0.00836	-0.021439	-0.002023
2.87050000000013	0.001198	0.002958	-5.5e-05	-0.008481	0.018877	0.005613	-0.03697	-0.047245
2.87100000000013	0.00067	0.003329	0.001086	-0.00697	0.035684	0.003673	-0.087178	-0.100822
2.87150000000013	-0.000357	0.003484	0.001733	-0.003305	0.044806	0.007783	-0.117456	-0.147307
2.87200000000013	0.000774	0.003391	0.00105	-0.000559	0.043893	0.016425	-0.045869	-0.180292
2.87250000000013	0.003552	0.003191	0.000331	0.001371	0.034311	0.022415	0.116833	-0.201061
2.87300000000013	0.005118	0.002847	0.001165	0.002905	0.020629	0.022168	0.239533	-0.208668
2.87350000000013	0.004669	0.002804	0.002165	0.002031	0.008912	0.018904	0.21057	-0.195195
2.87400000000013	0.003398	0.001826	0.001014	1.7e-05	0.002414	0.014768	0.068782	-0.153056
2.87450000000013	0.001785	-0.001871	-0.001486	9.5e-05	0.001128	0.008714	-0.052165	-0.090521
2.87500000000013	0.000176	-0.00658	-0.00323	0.001209	0.003568	0.002235	-0.076002	-0.033702
2.87550000000013	-0.000346	-0.009211	-0.003995	0.001106	0.005287	-0.001948	-0.032029	-0.002523
2.87600000000013	0.000294	-0.010461	-0.004336	0.000918	-0.003414	-0.004468	0.017477	0.00725
2.87650000000013	0.000962	-0.012725	-0.004298	0.001433	-0.032406	-0.006429	0.040477	0.007904
2.87700000000013	0.00115	-0.014966	-0.003544	0.001567	-0.077954	-0.006867	0.034949	0.001399
2.87750000000013	0.000527	-0.015164	-0.001497	0.002541	-0.117073	-0.006751	0.012694	-0.01002
2.87800000000013	-0.001192	-0.013705	0.001047	0.005305	-0.123526	-0.008604	-0.00727	-0.014404
2.87850000000013	-0.002659	-0.011254	0.001761	0.006959	-0.091622	-0.012197	-0.013787	-0.004068
2.87900000000013	-0.002303	-0.008944	-6.9e-05	0.005765	-0.042917	-0.014997	-0.018949	0.013327
2.87950000000013	-0.001227	-0.008405	-0.002608	0.003836	-0.006558	-0.014292	-0.039284	0.023028
2.88000000000013	-0.001419	-0.008059	-0.004231	0.002833	0.006901	-0.009353	-0.062186	0.019616
2.88050000000013	-0.001789	-0.00541	-0.005153	0.002272	0.008151	-0.002481	-0.060085	0.012237
2.88100000000013	-0.000106	-0.001713	-0.005945	0.002169	0.009912	0.002771	-0.037428	0.011378
2.88150000000013	0.002638	0.000478	-0.005995	0.002944	0.014501	0.004332	-0.027839	0.016883
2.88200000000013	0.003664	0.000539	-0.004082	0.003343	0.018661	0.002928	-0.037977	0.022343
2.88250000000013	0.002168	-0.000135	-0.000242	0.001904	0.020643	0.000959	-0.029848	0.024453
2.88300000000013	-0.000204	0.000376	0.002935	-6.5e-05	0.020429	0.001519	0.020131	0.02565
2.88350000000013	-0.001814	0.001863	0.002264	-0.000124	0.018514	0.005864	0.073651	0.030509
2.88400000000013	-0.002641	0.002338	-0.00303	0.00078	0.016387	0.010407	0.076241	0.040689
2.88450000000013	-0.002475	0.000303	-0.011388	1e-06	0.015912	0.010109	0.031493	0.054015
2.88500000000013	-0.000583	-0.004026	-0.019643	-0.001963	0.017455	0.004343	-0.009272	0.067759
2.88550000000013	0.001526	-0.007819	-0.024556	-0.003324	0.020419	-0.002817	-0.018822	0.080735
2.88600000000013	0.001133	-0.008373	-0.026357	-0.004238	0.024074	-0.00781	-0.015494	0.093846
2.88650000000013	-0.001886	-0.006666	-0.027825	-0.004947	0.026116	-0.010784	-0.020078	0.110748
2.88700000000013	-0.005207	-0.004542	-0.029543	-0.004783	0.024831	-0.012169	-0.02798	0.133502
2.88750000000013	-0.006619	-0.002083	-0.029399	-0.003373	0.022389	-0.010985	-0.026438	0.154331
2.88800000000013	-0.005387	0.000197	-0.024136	-0.001012	0.022723	-0.007977	-0.015183	0.155398
2.88850000000013	-0.002884	0.001193	-0.009625	0.001217	0.027315	-0.003809	-0.002687	0.123602
2.88900000000013	-0.00164	0.001112	0.015852	0.002334	0.03355	0.003445	0.005642	0.066683
2.88950000000013	-0.002596	0.00129	0.047525	0.002201	0.03742	0.011518	0.009114	0.006357
2.89000000000013	-0.00417	0.002333	0.076119	0.001268	0.036672	0.012653	0.007899	-0.042123
2.89050000000013	-0.00359	0.003448	0.092383	0.000145	0.032038	0.005691	0.002895	-0.076202
2.89100000000013	0.000342	0.003752	0.088652	-0.000664	0.026113	-0.001864	-0.002008	-0.098142
2.89150000000013	0.004129	0.003124	0.062273	-3.1e-05	0.019891	-0.005421	-0.003077	-0.107989
2.89200000000013	0.003198	0.002181	0.021733	0.002277	0.014011	-0.00577	-0.001402	-0.103841
2.89250000000013	-0.000981	0.002001	-0.015258	0.003431	0.010793	-0.003273	0.000235	-0.08456
2.89300000000013	-0.00318	0.002964	-0.034599	0.00152	0.010416	0.002058	0.001625	-0.053819
