Time	L_BF	L_GAL	L_TA	L_VL	R_BF	R_GAL	R_TA	R_VL
1.32949999999991	0.002082	0.018116	0.087296	0.001675	0.004671	0.002412	-0.054465	-0.001938
1.32999999999991	-0.001961	0.012403	0.141468	-0.0009	0.005659	0.004028	-0.051189	-0.000512
1.33049999999991	-0.005238	0.008801	0.175019	-0.00718	0.007466	0.004853	-0.010848	-0.000183
1.33099999999991	-0.006684	0.00814	0.179737	-0.016793	0.008355	0.003944	0.080592	0.000869
1.33149999999991	-0.00623	0.008589	0.173892	-0.025694	0.006598	0.003033	0.16838	0.002579
1.33199999999991	-0.006221	0.006011	0.17386	-0.026388	0.003692	0.00278	0.177063	0.003037
1.33249999999991	-0.009379	-0.002704	0.161635	-0.017729	0.002836	0.002215	0.101827	0.001309
1.33299999999991	-0.014857	-0.014679	0.115395	-0.006991	0.004646	0.000951	0.009873	-0.001088
1.33349999999991	-0.019019	-0.023223	0.052982	0.00063	0.006059	-0.001077	-0.041014	-0.001248
1.33399999999991	-0.018632	-0.024608	0.006745	0.004052	0.004397	-0.002993	-0.048345	0.000338
1.33449999999991	-0.013335	-0.019895	-0.026275	0.003016	0.001167	-0.002895	-0.033937	0.000888
1.33499999999991	-0.006916	-0.011714	-0.072744	-0.000512	-0.000294	-0.001272	-0.010322	0.001233
1.33549999999991	-0.003951	-0.002632	-0.133439	-0.00441	0.000577	-0.00085	0.012506	0.003184
1.33599999999991	-0.004205	0.004703	-0.174592	-0.009193	0.001946	-0.001914	0.019603	0.004715
1.33649999999991	-0.003523	0.007391	-0.171538	-0.015277	0.001941	-0.002649	0.006657	0.003875
1.33699999999991	-0.000154	0.004441	-0.142595	-0.020695	0.000123	-0.002852	-0.011616	0.002603
1.33749999999991	0.003911	0.000521	-0.122727	-0.022412	-0.001604	-0.003271	-0.018864	0.002572
1.33799999999991	0.006653	0.000165	-0.110418	-0.018028	-0.002165	-0.0039	-0.013714	0.002512
1.33849999999991	0.007918	0.000812	-0.07072	-0.008372	-0.002875	-0.003633	-0.004307	0.001483
1.33899999999991	0.00849	-0.000561	-0.000243	0.001139	-0.003944	-0.00135	0.003753	0.001175
1.33949999999991	0.008101	-0.001931	0.050507	0.005402	-0.004625	0.001451	0.009924	0.003465
1.33999999999991	0.006148	-0.001422	0.04435	0.004865	-0.004944	0.002163	0.013516	0.006252
1.34049999999991	0.004345	-0.000248	0.007145	0.003854	-0.005018	0.001051	0.01094	0.00544
1.34099999999991	0.004651	0.001139	-0.018008	0.005002	-0.00583	5.4e-05	0.006311	0.001439
1.34149999999991	0.005705	0.003412	-0.024698	0.006933	-0.008041	-0.000989	0.017071	-0.001016
1.34199999999991	0.005432	0.005281	-0.021166	0.007644	-0.009801	-0.00291	0.048511	0.000109
1.34249999999991	0.003989	0.005654	0.000975	0.007024	-0.009561	-0.003507	0.068969	0.001316
1.34299999999991	0.001537	0.005614	0.038025	0.005799	-0.008519	-0.00043	0.04009	-0.000144
1.34349999999991	-0.001401	0.005302	0.051206	0.004348	-0.008763	0.003768	-0.0261	-0.0022
1.34399999999991	-0.002213	0.003615	0.011085	0.002234	-0.010429	0.004468	-0.073915	-0.002695
1.34449999999991	-0.000338	0.001671	-0.058895	-0.000834	-0.011213	0.00143	-0.07317	-0.001762
1.34499999999991	0.00119	0.001901	-0.111131	-0.00433	-0.010053	-0.001337	-0.04827	-0.000347
1.34549999999991	0.000986	0.00385	-0.126067	-0.006176	-0.008984	-0.001445	-0.038046	-4.3e-05
1.34599999999991	0.001245	0.004127	-0.113242	-0.003573	-0.009225	-0.000413	-0.056122	-0.001058
1.34649999999991	0.003439	0.001571	-0.080119	0.001445	-0.008973	7.6e-05	-0.087522	-0.002021
1.34699999999991	0.005441	-0.000627	-0.025216	0.00277	-0.006646	-0.000497	-0.105409	-0.002501
1.34749999999991	0.004501	-0.000392	0.043686	-0.001503	-0.003843	-0.003117	-0.095941	-0.002369
1.34799999999991	0.000544	0.001457	0.097903	-0.00657	-0.002877	-0.007158	-0.072152	-0.000992
1.34849999999991	-0.003806	0.004329	0.105355	-0.006645	-0.003009	-0.009149	-0.056168	0.001671
1.34899999999991	-0.004959	0.006515	0.070973	-0.001344	-0.002581	-0.007008	-0.053921	0.003856
1.34949999999991	-0.002081	0.005479	0.043429	0.005417	-0.002406	-0.002646	-0.058821	0.002878
1.34999999999991	0.001846	0.001448	0.053805	0.00943	-0.003134	0.00146	-0.067844	-0.000987
1.35049999999991	0.003732	-0.003234	0.06631	0.00962	-0.002722	0.004286	-0.074708	-0.003883
1.35099999999991	0.003251	-0.00565	0.028965	0.009604	-0.000318	0.005403	-0.053973	-0.003257
1.35149999999991	0.002524	-0.004419	-0.043789	0.010823	0.001315	0.005872	0.018672	-0.00097
1.35199999999991	0.002483	-0.002726	-0.084512	0.010487	-0.00019	0.006095	0.117265	0.000303
1.35249999999991	0.001782	-0.002871	-0.05619	0.008361	-0.003076	0.00453	0.166193	0.00012
1.35299999999991	0.000486	-0.001293	0.017869	0.006425	-0.003785	0.002401	0.122918	-0.001332
1.35349999999991	-0.000257	0.004279	0.088543	0.005005	-0.002238	0.002594	0.038247	-0.002774
1.35399999999991	-0.000846	0.010103	0.113555	0.003434	-0.001554	0.003734	-0.00506	-0.002626
1.35449999999991	-0.001128	0.011577	0.081043	0.001828	-0.002296	0.002365	0.010751	-0.001957
1.35499999999991	0.000574	0.008698	0.023763	0.00135	-0.001742	-0.001161	0.041054	-0.002401
1.35549999999991	0.002818	0.005185	-0.009537	0.003181	0.000246	-0.003555	0.049845	-0.00334
1.35599999999991	0.002002	0.003806	-0.004915	0.006398	0.000462	-0.003227	0.040101	-0.003185
1.35649999999991	-0.001183	0.004679	0.010942	0.008052	-0.002307	-0.001151	0.028652	-0.001804
1.35699999999991	-0.004063	0.006014	0.012915	0.00739	-0.006234	0.000433	0.021197	-0.000267
1.35749999999991	-0.0061	0.006528	0.003831	0.00608	-0.008408	-0.000395	0.014076	0.000923
1.35799999999991	-0.006733	0.007147	-0.003272	0.005392	-0.006979	-0.002547	0.00564	0.001708
1.35849999999991	-0.005247	0.006695	-0.006593	0.006487	-0.003558	-0.002904	-0.001381	0.00205
1.35899999999991	-0.002423	0.001678	-0.009308	0.008354	-0.001509	-0.000836	-0.004984	0.002485
1.35949999999991	0.000147	-0.006226	-0.008256	0.007405	-0.002482	0.001239	-0.006516	0.003461
1.35999999999991	0.001624	-0.011703	8.2e-05	0.002818	-0.005253	0.0018	-0.008371	0.003721
1.36049999999991	0.002785	-0.015471	0.009443	-0.000909	-0.00705	0.001028	-0.01067	0.002925
1.36099999999991	0.004599	-0.022302	0.007682	0.000203	-0.006823	-0.000558	-0.012048	0.003745
1.36149999999991	0.006099	-0.029326	-0.00819	0.003359	-0.006192	-0.001413	-0.013517	0.006318
1.36199999999991	0.00551	-0.027445	-0.027013	0.004486	-0.006028	-0.001279	-0.016921	0.006805
1.36249999999991	0.003198	-0.015739	-0.0388	0.004112	-0.004427	-0.001988	-0.020575	0.003729
1.36299999999991	0.000963	-0.003694	-0.047321	0.003699	-0.000543	-0.003096	-0.020992	0.00084
1.36349999999991	-0.000577	0.002128	-0.059872	0.002947	0.003161	-0.002665	-0.017162	0.002833
1.36399999999991	-0.00147	0.003795	-0.073752	0.001	0.004356	-0.001887	-0.011888	0.008625
1.36449999999991	-0.001058	0.004552	-0.079693	-0.001347	0.003507	-0.003414	-0.009327	0.012231
1.36499999999991	0.001027	0.004895	-0.069658	-0.002189	0.003326	-0.006367	-0.008012	0.010357
1.36549999999991	0.002877	0.005046	-0.03847	-0.001082	0.005021	-0.007796	0.006072	0.006013
1.36599999999991	0.001867	0.005937	0.011836	0.000852	0.00681	-0.006787	0.050631	0.00376
1.36649999999991	-0.001451	0.007987	0.065498	0.001922	0.007962	-0.00392	0.116247	0.00342
1.3669999999999	-0.004527	0.009378	0.097199	0.001688	0.009723	-0.000482	0.150432	0.003049
1.3674999999999	-0.006352	0.007851	0.089854	0.000884	0.012511	0.001682	0.100523	0.002897
1.3679999999999	-0.006669	0.004402	0.049775	7.7e-05	0.01486	0.00231	-0.018504	0.002664
1.3684999999999	-0.004732	0.001894	-0.000355	-7.9e-05	0.015319	0.002803	-0.123656	0.001803
1.3689999999999	-0.001163	0.00134	-0.040827	0.000205	0.014835	0.003975	-0.144986	0.001778
1.3694999999999	0.001796	0.001349	-0.061769	0.000755	0.014525	0.005331	-0.089894	0.004116
1.3699999999999	0.002727	0.000821	-0.060731	0.001768	0.013393	0.005927	-0.019667	0.00702
1.3704999999999	0.0021	0.000361	-0.045995	0.001574	0.011258	0.005236	0.018546	0.006321
1.3709999999999	0.001225	3.1e-05	-0.034065	-0.000191	0.010535	0.003764	0.023153	0.001857
1.3714999999999	0.00114	-0.00109	-0.031232	-0.000797	0.01223	0.002688	0.015681	-0.001712
1.3719999999999	0.001946	-0.002643	-0.025076	-3.2e-05	0.013332	0.002086	0.009259	-0.00235
1.3724999999999	0.002384	-0.002837	-0.003195	-0.000492	0.011985	0.000831	0.003404	-0.002611
1.3729999999999	0.001701	-0.000988	0.02731	-0.001614	0.010693	-0.001715	-0.003578	-0.003466
1.3734999999999	0.001319	0.001974	0.048511	-0.001292	0.011154	-0.004357	-0.008937	-0.003132
1.3739999999999	0.001655	0.005127	0.053882	-0.000518	0.011176	-0.004482	-0.010623	-0.001697
1.3744999999999	0.000523	0.006756	0.047418	0.000261	0.008644	-0.002074	-0.011824	-0.000541
1.3749999999999	-0.002084	0.006215	0.025975	0.001911	0.005632	-0.00059	-0.017488	-0.000651
1.3754999999999	-0.0032	0.005757	-0.016882	0.002476	0.005167	-0.001761	-0.025766	-0.003129
1.3759999999999	-0.002482	0.006049	-0.065102	0.000656	0.005874	-0.003705	-0.027908	-0.006473
1.3764999999999	-0.002255	0.00611	-0.07673	-0.001577	0.005067	-0.003965	-0.020508	-0.007622
1.3769999999999	-0.002805	0.006137	-0.028744	-0.002743	0.003613	-0.002255	-0.011682	-0.007264
1.3774999999999	-0.002206	0.004945	0.04384	-0.003177	0.003248	-0.001015	-0.010666	-0.008011
1.3779999999999	4.2e-05	0.000104	0.081598	-0.004112	0.003192	-0.00239	-0.016515	-0.010197
1.3784999999999	0.001908	-0.00807	0.068116	-0.005656	0.003103	-0.004623	-0.021744	-0.013699
1.3789999999999	0.00208	-0.016023	0.043624	-0.005629	0.004308	-0.004337	-0.022588	-0.018014
1.3794999999999	0.001789	-0.019647	0.052582	-0.002563	0.005485	-0.001853	-0.017605	-0.020061
1.3799999999999	0.0027	-0.017433	0.089645	0.002005	0.003969	-0.000282	-0.000662	-0.018472
1.3804999999999	0.004148	-0.012156	0.110046	0.005313	0.000814	-0.000893	0.030327	-0.01625
1.3809999999999	0.003306	-0.007535	0.088972	0.005871	-0.001243	-0.00212	0.059261	-0.016387
1.3814999999999	-0.00037	-0.004056	0.047018	0.004244	-0.001897	-0.002104	0.063047	-0.019077
1.3819999999999	-0.00399	-0.000742	0.01534	0.002031	-0.002717	-0.00152	0.039944	-0.021823
1.3824999999999	-0.005396	0.002528	-0.000312	0.000115	-0.003729	-0.001763	0.014116	-0.021604
1.3829999999999	-0.004982	0.004989	-0.011565	-0.0011	-0.002844	-0.001643	0.006373	-0.018084
1.3834999999999	-0.004225	0.005878	-0.02002	-0.001654	-0.000363	-2e-06	0.010147	-0.014148
1.3839999999999	-0.003812	0.005793	-0.016355	-0.002849	0.000313	0.001854	0.006028	-0.012631
1.3844999999999	-0.003381	0.00443	-0.001485	-0.005266	-0.001442	0.002917	-0.009277	-0.012887
1.3849999999999	-0.002615	0.000327	0.008772	-0.007258	-0.002651	0.003776	-0.021809	-0.012675
1.3854999999999	-0.002091	-0.004536	0.001818	-0.006226	-0.003025	0.004334	-0.021222	-0.010854
1.3859999999999	-0.001862	-0.005488	-0.016448	-0.002248	-0.004854	0.004188	-0.010878	-0.007717
1.3864999999999	-0.000898	-0.001294	-0.029872	0.001341	-0.007133	0.004249	0.00018	-0.005051
1.3869999999999	-0.000266	0.003674	-0.03491	0.002979	-0.00769	0.004521	0.00645	-0.003418
1.3874999999999	-0.00122	0.003968	-0.042789	0.002876	-0.007457	0.004609	0.007487	-0.001571
1.3879999999999	-0.001142	-0.001037	-0.057678	0.001511	-0.007702	0.00518	0.005832	0.000166
1.3884999999999	0.001468	-0.006963	-0.069609	0.001505	-0.008299	0.005241	0.004195	0.001167
1.3889999999999	0.003711	-0.00892	-0.071353	0.003645	-0.009311	0.004295	0.004113	0.002204
1.3894999999999	0.004096	-0.005619	-0.068434	0.004112	-0.010283	0.003852	0.005483	0.002639
1.3899999999999	0.004458	-0.001131	-0.067586	0.000926	-0.009797	0.003173	0.006487	0.001498
1.3904999999999	0.00525	-0.001051	-0.064517	-0.00223	-0.007913	0.001224	0.00586	0.000616
1.3909999999999	0.004893	-0.004968	-0.049279	-0.00262	-0.006358	-5.6e-05	0.004762	0.001658
1.3914999999999	0.003035	-0.006097	-0.01761	-0.002313	-0.006445	0.000383	0.005592	0.003265
1.3919999999999	0.000702	-0.001035	0.023185	-0.002471	-0.008898	0.000806	0.009478	0.003869
1.3924999999999	-0.00089	0.005801	0.053767	-0.002733	-0.011991	0.000646	0.015572	0.003611
1.3929999999999	-0.001739	0.009518	0.05757	-0.003447	-0.011302	0.000581	0.020348	0.003689
1.3934999999999	-0.003624	0.009901	0.044172	-0.003535	-0.006282	-0.000708	0.0177	0.004754
1.3939999999999	-0.005511	0.009469	0.043248	-0.003112	-0.001893	-0.003621	0.004289	0.004835
1.3944999999999	-0.003634	0.009692	0.065018	-0.00416	-0.001519	-0.005503	-0.015926	0.002285
1.3949999999999	0.000809	0.009786	0.083111	-0.005355	-0.003607	-0.004717	-0.032717	2.8e-05
1.3954999999999	0.002682	0.008598	0.070386	-0.003912	-0.005293	-0.002675	-0.037972	0.001321
1.3959999999999	0.001184	0.005569	0.034839	-0.00092	-0.005793	-0.001236	-0.036731	0.004295
1.3964999999999	1e-05	0.000808	0.001076	0.001276	-0.006272	-0.000729	-0.041051	0.006622
1.3969999999999	0.000816	-0.003969	-0.024381	0.003487	-0.007759	-0.001171	-0.052883	0.009194
1.3974999999999	0.001167	-0.005174	-0.046927	0.006346	-0.009315	-0.001852	-0.062599	0.010606
1.3979999999999	-0.001159	-0.001493	-0.067031	0.008177	-0.009599	-0.001155	-0.05782	0.008076
1.3984999999999	-0.004432	0.002898	-0.087714	0.00755	-0.009155	0.000686	-0.027998	0.004082
1.3989999999999	-0.005116	0.004468	-0.113054	0.003191	-0.008691	0.003091	0.027968	0.003264
1.3994999999999	-0.002658	0.004165	-0.130184	-0.00284	-0.007645	0.006283	0.089151	0.006128
1.3999999999999	0.000207	0.002603	-0.117162	-0.004235	-0.006048	0.008584	0.115938	0.009535
1.4004999999999	0.000805	-0.00015	-0.075725	-0.000544	-0.004801	0.008046	0.08216	0.010144
1.4009999999999	-0.000528	-0.00157	-0.034844	0.001352	-0.003348	0.005114	0.006097	0.007347
1.4014999999999	-0.000838	-0.00074	-0.011023	3.7e-05	-0.000943	0.001389	-0.060887	0.0047
1.4019999999999	0.001025	-0.00089	0.012329	0.000823	0.000801	-0.001523	-0.077535	0.00597
1.4024999999999	0.003258	-0.002595	0.049254	0.003841	0.001333	-0.002202	-0.040078	0.008977
1.4029999999999	0.003619	-0.001383	0.083098	0.004752	0.002396	-0.001392	0.02095	0.009111
1.4034999999999	0.000935	0.004485	0.098184	0.003178	0.003658	-0.001722	0.061311	0.006702
1.4039999999999	-0.00293	0.010357	0.106626	0.001431	0.003214	-0.003146	0.056456	0.004594
1.4044999999999	-0.004846	0.011853	0.113163	0.0017	0.001133	-0.003019	0.026011	0.003695
1.4049999999999	-0.004937	0.01125	0.087853	0.00431	-0.000219	-0.000681	0.014769	0.003307
1.4054999999999	-0.004807	0.012593	0.014309	0.006601	0.001113	0.002309	0.042364	0.002006
1.4059999999999	-0.003631	0.013402	-0.062373	0.006471	0.003648	0.004946	0.080628	-0.000597
1.4064999999999	-0.00034	0.008278	-0.081305	0.004015	0.004932	0.006929	0.088091	-0.003415
1.4069999999999	0.00313	-0.002177	-0.041178	0.000902	0.005127	0.007598	0.057058	-0.005415
1.4074999999999	0.004629	-0.012512	0.005352	-0.001197	0.005179	0.006084	0.01466	-0.005968
1.4079999999999	0.005286	-0.019563	0.018704	-0.002775	0.005102	0.001983	-0.013182	-0.005055
1.4084999999999	0.006844	-0.023844	0.007429	-0.003997	0.004977	-0.003473	-0.021036	-0.003235
1.4089999999999	0.009031	-0.025905	0.001075	-0.003499	0.00534	-0.007735	-0.014519	-0.001755
1.4094999999999	0.010627	-0.024655	0.01052	-0.001991	0.006049	-0.009213	-0.00288	-0.002552
1.4099999999999	0.010744	-0.019979	0.022643	-0.00171	0.006261	-0.00796	0.001175	-0.005963
1.4104999999999	0.010197	-0.014344	0.021286	-0.002376	0.006365	-0.005275	-0.008016	-0.009379
1.4109999999999	0.010378	-0.009426	0.003087	-0.002777	0.007397	-0.002773	-0.016433	-0.010087
1.4114999999999	0.010214	-0.004439	-0.023049	-0.003842	0.008558	-0.000356	-0.000317	-0.008402
1.4119999999999	0.006793	0.000921	-0.044265	-0.005266	0.00779	0.003053	0.043493	-0.006093
1.4124999999999	-0.000375	0.005803	-0.051901	-0.00462	0.004532	0.007077	0.083668	-0.004437
1.4129999999999	-0.007105	0.009744	-0.046033	-0.002561	0.00083	0.00999	0.082871	-0.005069
1.4134999999999	-0.008756	0.012498	-0.032855	-0.00241	-0.0008	0.009902	0.037913	-0.008371
1.4139999999999	-0.005463	0.012946	-0.015867	-0.004022	-0.000304	0.006905	-0.018964	-0.011157
1.4144999999999	-0.001325	0.009266	0.007406	-0.003542	0.000346	0.003643	-0.055698	-0.008797
1.4149999999999	0.000733	0.002925	0.036802	-0.000306	0.00028	0.001634	-0.065357	0.001077
1.4154999999999	0.001376	0.000203	0.062801	0.001806	0.00021	-0.000226	-0.056865	0.017128
1.4159999999999	0.001419	0.003979	0.073322	0.000777	0.000677	-0.002556	-0.038558	0.03362
1.4164999999999	0.000317	0.008318	0.065689	-0.001582	0.001753	-0.004156	-0.017584	0.042413
1.4169999999999	-0.001779	0.006279	0.046407	-0.002279	0.002402	-0.004646	-0.003643	0.04213
1.4174999999999	-0.004733	-0.000423	0.019827	0.000288	0.001593	-0.004768	-0.005437	0.040414
1.4179999999999	-0.007991	-0.00334	-0.013206	0.00374	0.000771	-0.004355	-0.024345	0.040936
1.4184999999999	-0.009535	0.000567	-0.047488	0.002631	0.001492	-0.002837	-0.053801	0.038709
1.4189999999999	-0.009321	0.003533	-0.074631	-0.007806	0.002854	-0.000512	-0.083762	0.032129
1.4194999999999	-0.008797	-0.001617	-0.086817	-0.028348	0.003898	0.000764	-0.104885	0.026876
1.4199999999999	-0.006903	-0.009893	-0.071327	-0.053091	0.004785	-0.000306	-0.114522	0.025169
1.4204999999999	-0.003185	-0.01121	-0.014677	-0.070883	0.004549	-0.001871	-0.117589	0.0237
1.4209999999999	-8.1e-05	-0.004266	0.070828	-0.075674	0.002612	-0.001889	-0.111264	0.021458
1.4214999999999	0.001273	0.003636	0.13571	-0.073335	0.001548	-0.001117	-0.076753	0.019135
1.4219999999999	0.001479	0.004589	0.130399	-0.070428	0.002712	-0.001264	-0.007899	0.016692
1.4224999999999	0.001243	-0.004287	0.054277	-0.064436	0.003631	-0.002005	0.056058	0.014184
1.4229999999999	0.001697	-0.017597	-0.040633	-0.050692	0.002865	-0.001594	0.05847	0.010907
1.4234999999999	0.002613	-0.024592	-0.095361	-0.029145	0.001734	-0.000441	-0.00419	0.007746
1.4239999999999	0.002791	-0.016853	-0.093104	-0.004125	0.001299	-0.000726	-0.070813	0.006311
1.4244999999999	0.002775	0.003197	-0.064232	0.018791	0.001249	-0.002805	-0.087723	0.00468
1.4249999999999	0.003793	0.021046	-0.049443	0.03735	0.001858	-0.004646	-0.061162	0.001247
1.4254999999999	0.004856	0.024392	-0.065004	0.053149	0.004411	-0.004529	-0.025337	-0.001508
1.4259999999999	0.00378	0.016102	-0.093536	0.067184	0.008116	-0.003003	0.007162	-0.002458
1.4264999999999	0.001522	0.007117	-0.098821	0.077953	0.009453	-0.001145	0.037019	-0.005107
1.4269999999999	0.000827	0.002794	-0.057103	0.085168	0.006385	0.00073	0.043415	-0.010641
1.4274999999999	0.001123	0.001975	0.023228	0.089813	0.001822	0.001538	0.002719	-0.014833
1.4279999999999	0.000701	0.003047	0.112059	0.091101	0.000913	-0.000191	-0.048587	-0.014253
1.4284999999999	0.000515	0.004452	0.177387	0.087075	0.003918	-0.003443	-0.016781	-0.009655
1.4289999999999	0.001249	0.004069	0.194733	0.074163	0.005063	-0.004812	0.134704	-0.005333
1.4294999999999	0.001551	0.003071	0.154953	0.049931	0.000797	-0.002758	0.295022	-0.005991
1.4299999999999	0.001279	0.00469	0.079554	0.020714	-0.005231	0.000447	0.303577	-0.011761
1.4304999999999	0.001997	0.007651	0.019945	-0.000153	-0.007838	0.001649	0.147241	-0.017643
1.4309999999999	0.003975	0.008597	0.013083	-0.004506	-0.005937	0.001131	-0.024505	-0.019001
1.4314999999999	0.005043	0.008555	0.035541	0.004322	-0.001911	0.002518	-0.098144	-0.016686
1.4319999999999	0.00294	0.009364	0.035974	0.016175	0.000385	0.006315	-0.103735	-0.014451
1.4324999999999	-0.000678	0.008784	0.014502	0.021431	-0.00068	0.008205	-0.09859	-0.013497
1.4329999999999	-0.001987	0.005296	0.018796	0.016985	-0.002217	0.005692	-0.062842	-0.012769
1.4334999999999	-0.001662	0.001658	0.054202	0.007002	-0.001273	0.00081	0.031015	-0.011941
1.4339999999999	-0.003265	-0.000834	0.061776	-0.002604	0.000701	-0.003214	0.128442	-0.011898
1.4344999999999	-0.006872	-0.004898	0.006448	-0.00903	-0.000314	-0.004908	0.146138	-0.012826
1.4349999999999	-0.009895	-0.010592	-0.072583	-0.013393	-0.00507	-0.005219	0.080383	-0.013818
1.4354999999999	-0.010196	-0.01308	-0.12257	-0.017035	-0.009411	-0.005428	0.003168	-0.014538
1.4359999999999	-0.007544	-0.01037	-0.133801	-0.018206	-0.010085	-0.005654	-0.033142	-0.01498
1.4364999999999	-0.004647	-0.006365	-0.113247	-0.015948	-0.007691	-0.005212	-0.036003	-0.014983
1.4369999999999	-0.00443	-0.003484	-0.05354	-0.012835	-0.0041	-0.002609	-0.026824	-0.014766
1.4374999999999	-0.006772	-4.6e-05	0.042882	-0.010624	-0.001497	0.001899	-0.008465	-0.014496
1.4379999999999	-0.008699	0.003466	0.140496	-0.009277	-0.00158	0.0051	0.013713	-0.013684
1.4384999999999	-0.006427	0.003873	0.195008	-0.009897	-0.003974	0.005578	0.021221	-0.011902
1.4389999999999	-0.00037	0.001812	0.191881	-0.012623	-0.007102	0.004998	0.007602	-0.00995
1.4394999999999	0.003543	0.00234	0.152391	-0.013952	-0.009602	0.003748	-0.01138	-0.008734
1.4399999999999	0.00254	0.007499	0.103729	-0.012247	-0.010316	0.001355	-0.019558	-0.008671
1.4404999999999	0.00098	0.012261	0.04739	-0.011484	-0.008662	-0.000453	-0.016334	-0.010049
1.4409999999999	0.001515	0.011632	-0.034531	-0.013572	-0.005803	-0.001116	-0.009498	-0.011573
1.4414999999999	0.001006	0.007718	-0.137786	-0.015085	-0.00491	-0.00254	-0.00276	-0.011896
1.4419999999999	-0.001923	0.00457	-0.216492	-0.013747	-0.008048	-0.004018	0.007507	-0.011374
1.4424999999999	-0.00384	0.001384	-0.225506	-0.011049	-0.011846	-0.003122	0.026953	-0.009999
1.4429999999999	-0.002709	-0.004289	-0.17897	-0.009482	-0.01097	-0.00063	0.053763	-0.00766
1.4434999999999	-0.000463	-0.011262	-0.142258	-0.009688	-0.005162	0.000925	0.072799	-0.005606
1.4439999999999	0.00112	-0.016541	-0.156249	-0.010471	0.002025	0.001266	0.065193	-0.004606
1.4444999999999	0.002115	-0.018918	-0.191103	-0.010638	0.007231	0.001792	0.029035	-0.003719
1.4449999999999	0.002826	-0.017179	-0.190364	-0.010271	0.009093	0.003468	-0.016009	-0.003401
1.4454999999999	0.002526	-0.010936	-0.139737	-0.010006	0.008459	0.006314	-0.04871	-0.005625
1.4459999999999	3.5e-05	-0.00509	-0.069356	-0.008666	0.00552	0.008158	-0.062452	-0.008275
1.4464999999999	-0.00261	-0.004437	-0.003288	-0.005438	0.001323	0.007169	-0.060276	-0.007279
1.4469999999999	-0.002018	-0.00686	0.061607	-0.002565	-0.000234	0.005134	-0.046301	-0.00334
1.4474999999999	0.000421	-0.008043	0.122801	-0.001054	0.001278	0.003362	-0.027615	8.3e-05
1.4479999999999	0.000866	-0.007158	0.149558	-0.000849	0.001601	0.001168	-0.014659	0.00086
1.4484999999999	-0.001019	-0.006462	0.116542	-0.005828	-0.000472	-0.000745	-0.011219	-0.000601
1.4489999999999	-0.002233	-0.00794	0.044273	-0.01775	-0.001961	-0.001765	-0.010514	-0.001342
1.4494999999999	-0.001684	-0.011082	-0.015948	-0.029032	-0.001484	-0.00251	-0.007416	9.9e-05
1.4499999999999	-0.000874	-0.013514	-0.03502	-0.030861	-0.000395	-0.002344	-0.007243	0.001022
1.4504999999999	0.000124	-0.012844	-0.027172	-0.022859	-3.1e-05	-0.001344	-0.017438	-0.000409
1.4509999999999	0.001658	-0.008908	-0.015398	-0.011505	-0.000102	-0.002083	-0.036395	-0.001661
1.4514999999999	0.003097	-0.003387	-0.000647	-0.003597	0.00112	-0.004399	-0.053984	-0.000644
1.4519999999999	0.003857	0.001405	0.02101	0.000715	0.003518	-0.004877	-0.060116	0.00105
1.4524999999999	0.003551	0.00339	0.037639	0.006315	0.004485	-0.003358	-0.052301	0.001355
1.4529999999999	0.00266	0.003466	0.04049	0.012761	0.003429	-0.00258	-0.037982	0.000588
1.4534999999999	0.001788	0.004715	0.045384	0.014277	0.002375	-0.003407	-0.028813	0.0003
1.4539999999999	0.001238	0.007401	0.071426	0.009775	0.002309	-0.005563	-0.029532	0.001147
1.4544999999999	0.001626	0.008846	0.107635	0.004576	0.002491	-0.008532	-0.033256	0.00303
1.4549999999999	0.002835	0.009106	0.122615	0.002153	0.002813	-0.009483	-0.030265	0.005613
1.4554999999999	0.003413	0.010282	0.106057	0.001447	0.00377	-0.006646	-0.02058	0.008115
1.4559999999999	0.002072	0.011781	0.081394	0.001272	0.004763	-0.003329	-0.012576	0.009225
1.4564999999999	0.000206	0.012819	0.068483	0.000775	0.005433	-0.002247	-0.010993	0.007396
1.4569999999999	0.000331	0.013089	0.049656	0.000563	0.006158	-0.001682	-0.015239	0.003198
1.45749999999989	0.001653	0.010892	-0.007069	0.003083	0.006418	-0.000215	-0.02378	0.000283
1.45799999999989	0.001795	0.007088	-0.09771	0.006884	0.00583	0.00165	-0.029363	0.001177
1.45849999999989	0.00079	0.004968	-0.173678	0.007513	0.005179	0.003426	-0.018535	0.004129
1.45899999999989	0.00024	0.00527	-0.186552	0.004341	0.004531	0.004422	0.008939	0.005439
1.45949999999989	0.001046	0.006371	-0.134907	0.000293	0.002873	0.004153	0.031189	0.003887
1.45999999999989	0.002529	0.006794	-0.060227	-0.00217	0.000942	0.003268	0.03754	0.00182
1.46049999999989	0.003527	0.006144	-1.8e-05	-0.002764	0.000141	0.002313	0.050343	0.001329
1.46099999999989	0.004391	0.004862	0.04051	-0.003022	-0.000633	0.001123	0.083917	0.001821
1.46149999999989	0.00583	0.003259	0.069843	-0.003087	-0.001781	-0.000254	0.109981	0.001704
1.46199999999989	0.007084	0.001735	0.086114	-0.001437	-0.00181	-0.001512	0.096034	0.000207
1.46249999999989	0.007334	0.001137	0.085285	0.000852	-0.001346	-0.002022	0.05258	-0.001547
