Time	RASISX	RASISY	RASISZ	LASISX	LASISY	LASISZ	RPSISX	RPSISY	RPSISZ	LPSISX	LPSISY	LPSISZ	RTROCX	RTROCY	RTROCZ	LTROCX	LTROCY	LTROCZ	RTH1X	RTH1Y	RTH1Z	RLKX	RLKY	RLKZ	RMKX	RMKY	RMKZ	RSK1X	RSK1Y	RSK1Z	RLAX	RLAY	RLAZ	RMAX	RMAY	RMAZ	RFM1X	RFM1Y	RFM1Z	RFM2X	RFM2Y	RFM2Z	RFM5X	RFM5Y	RFM5Z	LTH1X	LTH1Y	LTH1Z	LLKX	LLKY	LLKZ	LMKX	LMKY	LMKZ	LSK1X	LSK1Y	LSK1Z	LLAX	LLAY	LLAZ	LMAX	LMAY	LMAZ	LFM1X	LFM1Y	LFM1Z	LFM2X	LFM2Y	LFM2Z	LFM5X	LFM5Y	LFM5Z
0.920000000000001	587.209	-54.495	965.534	333.867	-62.783	971.548	512.666	-238.629	1008.933	425.91	-244.528	1006.846	617.2	-163.033	910.577	283.678	-142.581	909.175	544.868	-27.629	747.363	589.619	-130.488	483.793	481.519	-136.825	475.316	598.399	-214.566	234.063	559.792	-259.824	72.523	475.489	-227.43	86.002	478.985	-85.306	11.088	536.658	-86.13	22.794	591.038	-130.936	-1.447	349.064	39.59	748.193	287.046	-5.769	515.376	400.052	31.046	506.065	284.194	-52.846	253.94	316.471	-63.641	83.187	401.152	-37.511	106.831	380.472	91.459	23.8	318.751	111.497	46.447	282.443	54.383	14.255
0.925000000000001	586.818	-49.085	964.965	333.657	-56.533	971.242	511.896	-232.947	1008.666	425.058	-238.673	1006.691	616.809	-156.676	909.75	283.209	-136.307	908.648	544.819	-23.069	746.715	589.318	-127.839	483.497	481.62	-133.757	474.834	598.008	-213.256	234.189	559.476	-259.476	72.894	474.788	-227.469	86.623	479.062	-85.146	11.032	536.646	-85.984	22.69	590.959	-130.948	-1.332	349.178	45.094	747.489	287.944	-0.309	514.726	400.998	35.737	505.356	283.312	-39.178	251.628	314.625	-43.85	80.224	399.727	-18.139	104.776	380.076	112.406	25.619	318.555	132.371	48.939	281.671	76.603	15
0.930000000000001	586.702	-43.685	964.846	333.392	-50.199	970.787	511.093	-227.22	1008.178	424.275	-232.554	1006.153	616.429	-152.34	910.012	282.767	-129.799	908.293	544.721	-18.544	746.093	588.997	-125.112	483.263	481.477	-130.791	474.589	597.712	-212.19	234.599	559.221	-259.217	73.687	474.359	-227.065	86.973	479.246	-84.831	10.94	536.655	-85.848	22.661	590.942	-130.962	-1.324	349.517	50.543	746.116	288.834	5.106	513.878	402.12	40.032	504.148	282.515	-25.679	249.674	312.558	-24.25	78.119	398.294	-0.614	102.595	379.759	133.105	27.702	318.286	153.046	51.809	280.847	98.573	16.454
0.935000000000001	586.478	-38.268	964.614	333.148	-43.783	970.352	510.195	-221.505	1007.722	423.566	-226.329	1005.596	616.511	-147.265	909.272	282.56	-123.615	907.457	544.622	-13.833	745.387	588.894	-122.477	483.28	480.081	-128.774	474.915	597.389	-211.07	234.967	558.872	-258.791	74.223	474.001	-226.648	87.247	479.023	-84.89	10.774	536.644	-85.661	22.602	590.859	-131.034	-1.188	349.705	55.733	744.982	289.718	10.561	513.013	403.281	44.18	502.985	281.761	-12.155	247.924	310.692	-4.683	76.12	396.603	16.744	100.654	379.336	153.529	30.275	318.024	173.169	54.907	280.296	120.308	17.975
0.940000000000001	586.057	-32.612	964.088	332.736	-36.933	969.847	509.301	-215.718	1007.178	422.581	-220.238	1004.941	615.993	-142.725	909.329	282.436	-117.475	906.977	544.474	-9.282	744.99	588.577	-119.795	482.95	479.588	-126.1	475.018	596.886	-210.507	235.612	558.431	-258.483	74.615	473.573	-226.148	87.641	479.032	-84.773	10.719	536.607	-85.593	22.586	590.783	-131.082	-1.083	350.344	60.289	742.948	290.593	15.828	512.014	404.378	48.202	501.653	280.939	1.098	246.688	309.267	14.517	74.631	395.284	34.49	99.644	379.085	173.35	33.318	317.869	192.908	58.603	279.542	141.511	20.178
0.945000000000001	586.934	-27.226	963.788	332.3	-30.418	969.302	508.425	-209.898	1006.463	421.779	-213.982	1004.307	614.183	-136.415	908.478	281.818	-109.797	906.226	544.308	-4.601	744.142	588.275	-116.96	482.802	479.434	-122.884	474.426	596.372	-209.112	235.706	558.039	-258.22	75.13	473.143	-225.657	87.951	478.822	-84.856	10.727	536.587	-85.467	22.522	590.66	-131.102	-0.965	350.819	65.329	740.729	291.272	21.065	510.918	405.302	52.337	500.304	280.336	14.412	245.459	307.75	33.56	73.587	393.915	51.176	98.997	378.718	192.906	36.367	317.811	212.114	62.401	279.128	162.243	23
0.950000000000001	586.671	-21.598	963.238	332.058	-23.528	968.383	507.491	-204.052	1005.753	420.781	-207.797	1003.515	613.749	-131.022	908.224	281.797	-104.224	905.057	544.112	0.179	743.509	588.077	-114.154	482.636	479.064	-119.885	474.252	595.894	-207.815	235.92	557.574	-257.937	75.672	472.819	-225.104	88.407	478.863	-84.729	10.638	536.555	-85.325	22.418	590.562	-131.173	-0.804	351.478	70.306	738.356	291.978	26.097	509.8	406.143	56.118	498.966	279.56	27.472	244.697	306.472	51.975	73.29	393.834	69.793	99.753	378.635	212.026	39.809	317.775	230.896	66.466	278.562	182.095	26.091
0.955000000000001	586.538	-15.997	962.918	331.755	-17.155	967.819	506.538	-198.157	1004.919	419.938	-201.461	1002.694	613.359	-125.571	907.619	281.673	-98.534	904.143	543.819	5.192	742.842	587.828	-111.332	482.273	478.609	-116.952	474.375	595.392	-206.51	236.184	557.167	-257.517	76.372	472.418	-224.538	88.668	478.916	-84.599	10.502	536.53	-85.227	22.417	590.49	-131.199	-0.702	352.192	75.039	735.88	292.305	31.277	508.606	406.885	59.854	496.98	278.936	40.585	243.861	305.427	70.004	73.211	392.938	86.189	99.668	378.625	230.477	43.506	318.082	249.144	70.712	278.272	201.61	29.721
0.960000000000001	586.351	-10.258	962.4	331.656	-10.507	966.925	505.656	-192.214	1004.084	418.983	-195.122	1001.824	613.016	-120.418	907.351	281.358	-91.918	902.851	543.485	10.631	742.346	587.764	-108.086	481.904	478.193	-113.76	473.983	594.914	-205.379	236.405	556.636	-257.208	76.771	471.904	-223.992	88.895	478.943	-84.439	10.389	536.494	-85.135	22.386	590.357	-131.206	-0.638	352.893	79.658	733.054	292.258	36.501	507.486	407.68	63.38	495.515	278.099	53.134	243.566	304.859	87.382	73.62	392.453	102.42	100.512	378.753	248.401	47.17	318.936	266.677	75.238	278.213	220.556	33.227
0.965000000000001	586.282	-4.523	961.944	331.41	-3.845	966.053	504.62	-186.21	1003.194	418.025	-188.783	1000.828	612.564	-114.715	906.855	280.83	-84.981	901.655	543.313	16.133	741.704	587.43	-105.138	481.712	478.283	-110.084	473.255	594.436	-203.905	236.822	556.106	-256.896	77.351	471.447	-223.431	89.26	478.948	-84.327	10.305	536.471	-84.981	22.346	590.249	-131.251	-0.544	353.66	84.142	730.246	292.141	41.721	506.231	408.522	66.956	493.739	277.565	65.493	243.293	304.323	104.214	74.338	391.959	118.221	101.499	378.984	265.597	50.918	319.309	283.67	79.54	278.221	238.479	36.656
0.970000000000001	586.102	1.349	961.319	331.371	2.901	965.013	503.735	-180.148	1002.327	417.145	-182.362	999.715	612.129	-109.27	906.228	280.453	-78.35	900.489	543.717	20.149	740.046	587.18	-101.872	481.239	477.835	-106.882	473.188	593.935	-202.521	237.145	555.54	-256.525	78.099	471.073	-222.825	89.636	479.754	-83.683	10.199	536.387	-84.89	22.343	590.089	-131.253	-0.443	354.546	88.572	727.444	291.787	47.271	505.112	409.491	70.314	491.767	277.08	77.59	243.205	303.953	120.455	75.175	391.273	133.285	101.991	379.353	282.224	54.789	319.669	299.888	83.864	278.482	255.714	40.086
0.975000000000001	585.928	7.166	960.728	331.204	9.599	963.919	502.695	-174.086	1001.372	416.14	-176.087	998.768	611.798	-103.776	905.829	280.216	-71.947	899.108	543.663	25.117	739.128	586.876	-98.626	480.94	477.354	-103.535	473.136	593.367	-200.903	237.306	555.132	-255.962	78.741	470.642	-222.237	90.022	478.449	-84.519	10.028	536.359	-84.773	22.321	590.008	-131.308	-0.317	355.653	92.885	724.634	291.448	52.707	503.756	410.375	74.249	489.979	276.74	89.046	243.598	303.938	135.945	76.287	391.441	148.098	104.146	379.911	297.972	58.832	320.17	315.283	88.005	278.97	271.978	43.334
0.980000000000001	585.911	13.102	960.065	331.109	16.174	962.882	501.826	-167.85	1000.292	415.293	-169.679	997.642	611.749	-98.922	905.119	280.112	-65.605	897.704	543.878	30.418	738.15	586.459	-95.691	480.32	477.339	-99.667	472.474	592.927	-199.156	237.554	554.718	-255.482	79.354	470.252	-221.643	90.414	478.904	-84.089	10.081	536.298	-84.666	22.28	589.884	-131.303	-0.243	356.863	97.152	722.05	291.093	58.402	502.659	411.156	78.414	487.953	276.493	100.309	243.879	303.945	150.693	77.192	391.098	161.83	105.25	380.424	313.098	62.834	320.682	329.923	92.172	279.46	287.633	46.638
0.985000000000001	585.019	19.097	959.449	330.986	22.823	961.772	500.833	-161.754	999.412	414.34	-163.351	996.648	612.41	-93.145	904.631	279.757	-59.302	896.685	543.984	35.673	737.259	586.173	-92.041	479.859	477.025	-95.914	472.086	592.564	-197.347	237.939	554.408	-254.914	79.95	469.792	-220.971	90.851	479.232	-83.769	10.043	536.263	-84.498	22.251	589.724	-131.348	-0.118	358.044	101.548	719.768	290.905	64.273	501.718	411.854	83.086	485.722	276.493	111.174	244.008	303.943	164.706	78.43	391.012	175.299	106.433	381.146	327.39	66.665	321.318	343.963	95.959	280.087	302.461	49.697
0.990000000000001	585.578	24.979	958.606	330.898	29.484	960.44	499.971	-155.551	998.427	413.472	-157.054	995.617	610.741	-86.806	903.469	279.387	-52.784	895.325	544.298	40.908	736.278	585.737	-88.347	479.512	476.282	-92.4	472.002	592.172	-195.567	238.174	554.106	-254.506	80.86	469.451	-220.314	91.337	479.256	-83.663	10.004	536.206	-84.405	22.26	589.611	-131.398	-0.055	359.051	106.07	717.759	290.663	70.641	501.007	412.268	88.255	484.172	276.309	121.281	244.27	303.976	177.949	79.469	391.077	188.102	107.845	381.852	340.907	70.519	321.97	357.112	99.809	280.738	316.563	52.581
0.995000000000001	585.441	30.893	957.946	330.464	35.853	959.465	499.112	-149.365	997.519	412.569	-150.767	994.653	610.116	-80.735	902.633	279.017	-46.093	894.129	544.503	46.312	735.285	585.379	-84.365	479.012	476.009	-88.1	471.028	591.795	-193.437	238.618	553.928	-253.859	81.824	469.163	-219.761	91.767	479.275	-83.588	9.916	536.175	-84.28	22.198	589.417	-131.375	0.01	360.201	111.012	715.796	290.673	77.265	500.122	412.669	93.519	482.74	276.206	131.462	243.987	304.13	190.733	80.349	391.183	200.041	109.142	382.57	353.552	74.154	322.748	369.518	103.413	281.482	329.965	55.376
1	585.138	36.898	957.039	330.3	42.354	958.267	498.305	-143.172	996.692	411.834	-144.499	993.765	609.585	-74.662	902.056	278.637	-39.791	893.054	544.721	51.884	734.428	585.121	-80.351	478.472	475.278	-84.4	471.106	591.373	-191.419	238.855	553.793	-253.276	82.685	468.973	-219.007	92.342	479.28	-83.524	9.875	536.096	-84.162	22.228	589.283	-131.369	0.084	361.441	116.308	714.105	290.63	83.964	499.29	412.983	99.358	481.535	276.249	141.303	243.509	304.445	202.709	81.012	391.408	211.374	109.907	383.451	365.528	77.275	323.601	381.257	106.778	282.272	342.514	58.06
1.005	584.878	42.844	956.298	330.045	48.75	957.049	497.554	-137.002	995.833	411.034	-138.328	992.801	609.095	-68.793	901.314	278.314	-33.176	891.755	544.903	57.518	733.349	584.8	-76.01	478.06	474.934	-80.011	470.3	590.984	-189.166	239.311	553.729	-252.873	83.904	468.788	-218.312	92.942	479.32	-83.46	9.852	536.134	-84.05	22.19	589.238	-131.407	0.177	362.764	122.014	713.093	290.747	90.774	498.534	413.118	105.237	481.904	276.057	150.028	243.635	304.879	213.931	81.592	391.807	222.079	110.612	384.572	376.727	80.503	324.575	392.012	109.859	282.998	354.154	60.515
1.01	584.556	48.878	955.44	329.812	55.063	955.847	496.843	-130.866	995.106	410.285	-132.087	991.962	608.697	-62.834	900.895	277.866	-26.85	890.69	544.982	63.11	732.592	584.651	-71.633	477.502	474.765	-75.596	469.821	590.714	-186.868	239.836	553.692	-252.001	84.976	468.718	-217.667	93.665	479.393	-83.402	9.847	536.111	-83.944	22.164	589.181	-131.433	0.235	363.994	128.184	712.413	290.848	97.617	497.899	412.995	111.36	481.609	276.243	158.942	242.938	305.534	224.515	81.747	392.206	232.03	111.002	385.357	386.987	82.723	325.706	402.031	112.654	283.947	364.954	62.639
