Time	RASISX	RASISY	RASISZ	LASISX	LASISY	LASISZ	RPSISX	RPSISY	RPSISZ	LPSISX	LPSISY	LPSISZ	RTROCX	RTROCY	RTROCZ	LTROCX	LTROCY	LTROCZ	RTH1X	RTH1Y	RTH1Z	RLKX	RLKY	RLKZ	RMKX	RMKY	RMKZ	RSK1X	RSK1Y	RSK1Z	RLAX	RLAY	RLAZ	RMAX	RMAY	RMAZ	RFM1X	RFM1Y	RFM1Z	RFM2X	RFM2Y	RFM2Z	RFM5X	RFM5Y	RFM5Z	LTH1X	LTH1Y	LTH1Z	LLKX	LLKY	LLKZ	LMKX	LMKY	LMKZ	LSK1X	LSK1Y	LSK1Z	LLAX	LLAY	LLAZ	LMAX	LMAY	LMAZ	LFM1X	LFM1Y	LFM1Z	LFM2X	LFM2Y	LFM2Z	LFM5X	LFM5Y	LFM5Z
1.50999999999999	547.079	638.863	958.468	292.955	625.089	951.872	478.681	453.144	988.893	392.712	446.178	989.126	590.485	544.17	895.164	256.8	522.268	892.088	520.003	712.487	764.249	585.759	717.165	495.217	474.835	725.91	483.128	601.698	754.521	240.294	571.609	805.405	76.181	493.982	843.14	106.796	531.221	1001.332	105.902	587.538	981.005	110.042	624.235	952.564	53.905	328.872	623.398	681.26	284.984	476.943	488.32	398.365	496.199	472.733	286.128	380.159	238.884	324.706	334.182	75.853	412.698	352.383	98.54	415.161	469.96	0.089	358.169	503.655	22.399	306.941	450.182	5.181
1.51499999999999	547.49	644.753	957.175	293.289	630.972	951.047	479.297	459.062	987.627	393.317	452.06	988.015	590.714	550.257	893.44	256.468	527.887	891.166	519.761	717.922	762.476	585.914	722.515	494.01	474.904	730.756	481.882	601.603	763.195	239.659	571.251	817.005	76.361	494.025	854.445	107.86	530.515	1012.385	109.819	587.013	992.318	112.875	623.107	965.172	55.712	329.153	628.001	679.943	285.028	480.601	488.015	398.617	499.374	472.785	286.131	382.018	239.159	324.728	334.568	76.652	412.569	352.873	99.06	415.155	469.956	0.123	358.167	503.782	22.317	306.885	450.095	5.327
1.51999999999999	547.851	650.721	955.677	293.662	636.998	950.26	479.908	464.879	986.331	393.845	458.026	987.029	590.863	556.421	891.858	256.816	533.836	890.392	519.435	723.432	760.879	586.087	727.913	492.905	474.899	735.734	480.853	601.5	771.504	239.064	570.778	827.76	76.578	493.689	864.348	109.034	529.637	1022.591	113.365	586.047	1002.971	115.291	621.632	977.095	57.171	329.715	631.843	678.668	285.049	484.393	487.619	398.712	502.935	472.156	286.031	383.984	239.446	324.542	335.029	77.271	412.385	353.431	99.758	415.097	469.964	0.111	358.205	503.868	22.239	306.905	450.189	5.205
1.52499999999999	548.164	656.759	954.209	294.04	642.904	949.447	480.546	470.788	985.111	394.405	463.925	985.919	591.265	562.122	890.761	257.174	539.625	889.817	519.157	729.101	759.511	586.145	733.319	492.21	475.049	741.069	479.873	601.243	779.346	238.425	570.346	837.739	76.779	493.205	873.744	110.138	528.388	1031.938	116.485	585.093	1013.05	117.16	620.1	988.092	58.347	329.975	636.833	677.601	285.042	488.469	487.103	398.922	506.617	471.685	285.956	386.124	239.842	324.153	335.65	77.921	412.221	353.997	100.401	415.078	469.92	0.104	358.236	503.993	22.077	306.918	450.206	5.199
1.52999999999999	548.747	662.672	953.249	294.411	648.842	948.679	481.057	476.635	983.946	394.956	469.979	984.779	591.613	567.994	889.475	257.608	545.572	889.181	518.737	735.294	758.759	586.257	739.12	491.265	475.174	746.754	478.85	600.902	786.698	237.753	569.909	847.043	76.637	492.882	882.7	110.5	527.123	1040.602	118.859	583.913	1022.362	118.443	618.418	998.796	58.783	330.152	641.723	676.67	285.116	492.62	486.698	399.127	510.317	471.604	285.838	388.37	240.272	323.983	336.348	78.92	411.946	354.568	101.041	415.05	469.855	0.132	358.222	504.108	22.02	306.906	450.255	5.19
1.53499999999999	549.201	668.534	951.986	294.811	654.828	947.785	481.676	482.547	982.69	395.454	475.947	983.883	591.804	574.023	887.84	258.034	551.641	888.55	518.601	741.628	758.486	586.364	745.234	490.35	475.295	752.592	477.992	600.6	793.777	237.073	569.506	855.581	76.43	492.41	890.849	110.593	525.428	1048.492	120.445	582.396	1030.951	119.206	616.387	1009.062	58.586	330.207	647.056	675.81	285.058	497.015	486.099	399.109	514.587	470.502	285.684	390.719	240.564	323.587	337.081	79.995	411.705	355.291	101.801	415.04	469.859	0.183	358.213	504.168	21.984	306.868	450.265	5.182
1.53999999999999	549.647	674.512	950.563	295.215	660.856	946.924	482.12	488.389	981.634	395.917	481.96	982.763	592.126	579.802	886.761	258.453	557.678	887.735	518.761	748.566	758.513	586.516	751.517	489.677	475.571	759.049	477.334	599.988	800.286	236.178	568.884	863.268	75.983	491.967	898.183	110.393	523.759	1055.661	121.268	580.884	1038.817	119.321	614.64	1017.497	58.497	330.554	652.512	674.561	285.043	501.486	485.827	399.35	518.578	470.512	285.382	392.975	241.103	323.07	337.722	80.892	411.397	356.099	102.654	414.959	469.878	0.294	358.208	504.27	21.916	306.854	450.324	5.177
1.54499999999999	550.144	680.486	949.597	295.691	666.966	945.989	482.568	494.329	980.587	396.347	487.918	981.841	592.524	585.41	885.757	258.77	563.697	887.04	518.87	754.97	758.45	586.491	758.17	488.891	475.865	765.73	476.879	599.477	806.844	235.082	568.26	870.269	75.136	491.528	904.973	109.472	521.883	1062.104	121.228	579.056	1045.988	118.816	612.82	1025.054	57.729	330.553	657.808	673.706	284.978	506.053	485.239	399.279	523.055	469.633	285.156	395.778	241.326	322.687	338.492	81.694	410.973	356.743	103.425	414.888	469.78	0.308	358.206	504.377	21.805	306.792	450.353	5.157
1.54999999999999	550.684	686.399	948.71	296.303	673.181	945.102	482.976	500.215	979.527	396.779	494.033	980.829	592.776	591.369	884.305	259.122	569.636	886.29	518.614	760.76	757.306	586.49	764.904	488.116	476.167	772.863	476.685	598.893	813.424	234.083	567.736	876.551	74.08	490.382	910.427	108.793	520.073	1067.964	120.256	577.219	1052.369	117.691	610.983	1031.76	56.448	330.704	663.124	672.695	284.947	511.003	484.681	399.485	527.461	469.339	284.908	398.445	241.876	322.326	339.423	82.537	410.507	357.515	104.291	414.846	469.896	0.558	358.176	504.469	21.779	306.772	450.428	5.088
1.55499999999999	551.357	692.362	947.464	296.905	679.457	944.259	483.361	506.216	978.485	397.125	500.074	979.888	593.031	597.175	883.183	259.386	576.034	885.428	519.008	767.682	757.297	586.451	771.835	487.341	476.55	780.329	476.492	598.382	819.573	233.194	567.172	882.233	72.977	489.707	916.106	107.078	517.988	1073.297	118.335	575.206	1058.15	115.84	609.334	1037.6	54.827	331.03	668.759	671.701	285.02	515.956	484.17	399.394	532.368	468.415	284.652	401.168	242.296	321.801	340.251	83.798	410.046	358.449	105.459	414.764	469.893	0.616	358.137	504.564	21.677	306.722	450.474	5.093
1.55999999999999	552.111	698.42	946.527	297.608	685.782	943.382	483.712	512.234	977.504	397.467	506.343	979.009	593.371	602.845	882.465	259.659	582.234	884.782	519.586	774.965	757.394	586.39	778.847	486.733	476.894	788.016	476.457	597.975	825.615	232.442	566.422	886.841	71.785	488.766	920.639	105.333	516.045	1078.063	115.731	573.252	1063.188	113.618	607.714	1042.47	52.783	331.246	674.579	671.005	284.971	521.151	483.581	399.618	537.321	467.755	284.327	404.004	242.818	321.129	341.241	84.963	409.603	358.89	106.266	414.702	469.871	0.787	358.12	504.48	21.406	306.659	450.533	5.066
1.56499999999999	552.929	704.392	945.921	298.396	692.196	942.713	484.022	518.398	976.592	397.84	512.522	978.094	593.581	608.914	881.238	260.073	588.622	883.839	520.434	782.421	757.454	586.166	785.901	486.174	477.053	795.564	476.423	597.46	831.569	231.307	565.684	890.961	70.329	487.639	924.563	103.328	513.409	1082.275	112.161	571.047	1067.643	110.813	606.202	1046.615	50.451	331.298	680.537	670.111	285.073	526.51	482.867	399.707	542.481	466.979	283.874	406.963	243.455	320.592	342.522	86.343	408.981	359.877	107.522	414.568	469.889	0.984	358.091	504.582	21.34	306.649	450.579	5.071
1.56999999999999	553.541	710.626	944.952	299.255	698.808	941.785	484.334	524.579	975.591	398.134	518.872	977.264	593.834	614.992	880.387	260.439	595.023	882.958	521.492	789.983	757.584	585.702	793.208	485.58	477.117	803.255	476.351	597.047	837.541	230.334	564.918	894.658	68.561	486.334	928.008	101.175	511.25	1085.982	108.221	569.121	1071.471	107.572	604.691	1049.685	47.869	330.78	688.049	669.301	285.021	531.986	482.41	399.762	547.938	466.116	283.578	410.136	243.943	319.768	343.752	87.789	408.425	361.012	108.744	414.422	469.921	1.038	358.006	504.708	21.231	306.59	450.668	5.037
1.57499999999999	554.448	716.935	944.428	300.206	705.535	940.947	484.644	530.859	974.836	398.525	525.219	976.392	594.138	620.951	879.77	260.839	601.372	882.404	522.291	797.585	757.344	585.022	800.826	484.984	477.085	810.865	476.409	596.461	843.322	229.181	564.1	897.578	66.974	485.222	930.858	98.862	509.144	1089.127	103.637	567.032	1074.77	103.809	603.302	1052.074	44.752	331.892	692.576	668.324	285.052	537.611	481.731	400.102	553.469	465.559	283.367	413.42	244.556	319	344.88	89.283	407.771	362.043	109.894	414.379	469.865	1.186	357.988	504.82	21.054	306.56	450.74	5.052
1.57999999999999	555.442	723.306	943.857	301.221	712.109	940.27	485.061	537.203	973.934	398.961	531.74	975.602	594.402	627.366	878.799	261.362	607.907	881.703	523.294	805.173	757.5	584.291	808.458	484.695	476.806	818.272	476.37	595.882	847.961	228.298	563.314	900.062	65.167	483.966	933.099	96.202	506.767	1091.952	98.276	564.781	1077.336	100.084	601.841	1053.859	41.276	332.191	699.044	667.697	285.109	543.654	481.158	400.291	559.417	464.834	283.068	416.695	245.343	318.472	346.333	90.621	407.051	363.029	111.125	414.335	469.914	1.312	357.954	504.939	20.912	306.633	450.863	5.023
1.58499999999999	556.356	729.811	943.237	302.138	718.875	939.415	485.46	543.754	972.994	399.442	538.216	974.852	594.729	633.847	877.896	261.892	614.528	880.958	524.228	812.848	757.306	583.543	816.1	484.486	476.292	825.295	476.414	595.255	853.046	226.933	562.53	902.082	63.305	482.555	934.928	93.557	504.789	1093.782	93.337	562.564	1080.028	94.649	600.351	1055.217	37.799	331.817	706.924	666.96	285.085	549.717	480.491	400.519	565.354	463.95	282.708	420.064	246.077	317.944	347.643	92.291	406.498	364.454	112.512	414.287	469.954	1.466	357.974	505.126	20.686	306.592	450.909	5.003
1.58999999999999	557.233	736.373	942.742	303.144	725.753	938.779	485.866	550.379	972.167	399.851	544.751	974.087	595.127	640.364	877.412	262.42	621.094	880.461	525.109	820.262	756.919	582.477	823.84	484.025	475.735	832.198	476.117	594.535	857.932	225.668	561.567	903.611	61.513	481.159	936.49	91.11	502.608	1095.581	87.88	560.334	1081.738	90.463	598.807	1056.229	34.128	333.168	711.897	666.203	285.019	556.093	479.723	400.74	571.493	463.145	282.43	423.829	246.907	317.381	349.161	94.131	405.878	365.888	114.171	414.267	469.918	1.483	357.931	505.34	20.436	306.626	451.014	4.981
1.59499999999999	558.095	743.258	942.269	304.101	732.581	938.07	486.471	557.12	971.176	400.466	551.419	973.272	595.519	647.247	876.423	262.989	627.988	879.677	525.895	827.567	756.703	581.148	831.682	483.466	474.844	838.644	475.82	594.436	863.623	224.595	560.182	905.384	59.488	479.763	937.741	88.66	500.192	1097.265	82.23	557.801	1083.384	86.028	597.179	1057.389	30.426	333.734	718.614	665.575	285.008	562.74	479.083	400.897	578.089	462.472	282.154	427.699	247.615	316.832	350.831	95.844	405.372	367.792	115.808	414.194	469.98	1.538	357.938	505.548	20.111	306.665	451.108	5.035
1.59999999999999	558.951	750.055	941.599	304.998	739.524	937.482	486.999	563.897	970.374	401.076	558.104	972.724	595.932	654.307	875.483	263.593	634.84	878.886	526.588	834.835	756.371	580.18	839.366	482.923	473.761	844.768	475.269	593.267	867.958	223.371	558.441	907.186	58.362	478.038	939.59	86.868	497.729	1099.294	76.688	555.417	1085.969	81.083	595.438	1058.842	27.059	334.319	725.317	664.798	284.988	569.488	478.304	401.06	585.081	461.478	281.921	431.626	248.624	316.192	352.683	97.827	404.807	369.779	117.572	414.196	470.049	1.528	357.931	505.825	19.746	306.771	451.255	5.046
1.60499999999999	559.975	756.927	941.168	305.762	746.44	936.921	487.731	570.627	969.504	401.813	564.953	972.009	596.427	661.503	874.629	264.273	641.634	878.398	527.387	842.118	755.699	579.398	846.728	482.366	473.307	850.597	474.258	591.582	872.522	221.945	556.466	910.011	57.702	476.673	943.556	86.077	495.766	1102.602	71.338	552.982	1090.322	75.736	593.776	1060.917	23.69	335.049	732.363	664.431	284.932	576.706	477.653	401.344	592.252	460.653	281.582	435.633	249.7	315.712	354.657	99.799	404.251	371.956	119.26	414.174	470.186	1.639	357.953	506.066	19.393	306.872	451.409	5.05
1.60999999999999	560.641	763.89	940.659	306.592	753.311	936.509	488.586	577.321	968.759	402.651	571.761	971.334	597.021	668.634	874.044	265.001	648.698	877.595	527.98	849.214	755.1	578.783	853.537	481.998	472.579	856.113	473.416	589.907	877.083	221.485	555.378	913.57	57.889	475.613	948.734	85.451	494.031	1107.679	65.863	551.283	1095.822	70.653	592.11	1063.566	20.252	335.607	739.623	663.955	285.039	584.105	476.895	401.636	599.645	459.77	281.351	440.155	250.798	315.128	356.743	102.268	403.824	374.544	121.187	414.202	470.345	1.699	357.93	506.27	19.063	306.957	451.561	5.176
1.61499999999999	561.461	770.739	940.653	307.335	760.245	936.166	489.542	583.885	968.257	403.504	578.425	970.721	597.629	675.995	873.443	265.827	655.671	876.94	528.671	856.134	754.834	578.426	859.98	481.578	471.878	861.504	472.554	587.793	881.95	221.687	555.271	918.177	58.888	475.209	954.838	84.84	492.213	1113.106	59.955	549.862	1100.956	66.636	591.256	1066.021	17.584	336.239	746.899	663.412	285.104	591.659	476.307	401.942	607.197	458.962	281.157	444.702	251.987	314.592	359.011	104.876	403.264	377.278	123.31	414.181	470.496	1.788	357.949	506.543	18.638	307.008	451.79	5.271
1.61999999999999	562.069	777.71	940.394	307.908	767.056	935.753	490.597	590.381	967.984	404.473	585.29	970.234	598.397	683.393	873.013	266.636	662.739	876.436	529.201	863.178	754.633	578.739	866.484	482.064	470.934	866.942	471.906	587.585	887.935	222.458	555.889	923.072	59.343	474.726	958.946	83.839	490.072	1116.615	53.881	548.098	1104.735	62.753	590.238	1068.457	14.419	336.862	754.365	662.905	285.236	599.563	475.681	402.218	615.083	458.014	280.9	449.48	253.509	314.161	361.858	107.245	402.63	380.196	125.663	414.299	470.641	1.88	357.967	506.924	18.17	307.059	452.099	5.41
1.62499999999999	562.677	784.59	940.551	308.578	773.918	935.52	491.696	596.906	967.976	405.315	591.974	969.973	599.327	690.467	873.194	267.368	669.816	875.826	529.708	869.944	755.041	579.225	872.658	482.341	470.028	871.996	471.656	588.595	894.305	222.33	556.109	926.321	59.209	474.051	960.624	82.625	487.691	1117.513	48.833	545.899	1106.359	58.824	588.922	1069.664	11.37	337.397	762.313	662.804	285.387	607.881	475.099	402.521	623.318	457.118	280.713	454.707	255.174	313.479	364.709	110.286	402.106	383.483	128.125	414.353	470.83	1.906	357.98	507.327	17.788	307.11	452.449	5.643
1.62999999999999	563.209	791.325	940.787	309.15	780.623	935.416	492.761	603.363	968.246	406.147	598.729	969.595	600.478	697.394	873.752	268.095	676.956	875.249	530.093	876.816	755.321	580.007	878.682	483.4	469.136	877.008	472.039	589.254	899.168	222.405	555.933	927.48	58.813	473.32	960.85	81.748	486.091	1117.575	44.732	544.589	1107.211	55.103	588.124	1070.09	9.045	338.075	770.166	662.855	285.467	616.601	474.614	402.747	632.097	456.079	280.498	460.19	256.9	313.138	367.855	113.525	401.517	387.44	130.572	414.418	471.051	1.937	357.99	507.862	17.371	307.259	452.946	5.952
1.63499999999999	563.867	797.936	941.268	309.658	787.406	935.58	493.746	609.691	968.748	406.838	605.371	969.57	601.413	704.425	874.287	268.709	684.109	874.97	530.597	883.42	756.556	580.518	885.214	484.359	468.697	882.027	472.645	589.664	904.12	222.721	555.538	927.942	58.652	473.224	960.886	81.025	485.68	1118.433	41.742	543.921	1107.972	51.837	587.771	1070.432	7.101	338.762	778.341	662.791	285.633	625.65	474.138	403.136	641.126	455.459	280.311	466.22	258.773	312.603	371.447	116.567	400.961	391.983	133.524	414.573	471.348	1.966	358.055	508.642	17.301	307.381	453.533	6.247
1.63999999999999	564.505	804.378	941.85	310.24	794.102	935.632	494.485	616.079	969.482	407.419	612.052	969.62	602.364	711.078	875.381	269.227	691.358	874.459	530.911	889.886	757.211	580.641	892.194	485.642	468.496	887.591	474.336	590.024	908.782	223.874	555.265	928.275	58.96	473.247	962.034	81.217	485.952	1119.856	39.34	544.148	1109.217	49.714	588.464	1071.2	5.529	339.412	786.62	662.97	285.565	634.868	473.762	403.452	650.437	454.694	280.11	472.531	260.728	312.072	375.484	120.164	400.43	396.648	136.305	414.713	471.774	2.113	358.112	508.94	17.107	307.527	454.212	6.62
1.64499999999999	565.141	810.735	942.907	310.828	800.683	936.063	494.945	622.412	970.386	407.772	618.568	969.924	603.044	717.653	876.191	269.791	698.628	874.125	531.093	896.086	758.405	580.314	899.507	487.151	468.754	893.692	476.682	590.21	912.784	224.948	555.055	928.991	59.41	473.342	963.569	81.651	486.399	1120.875	37.349	544.448	1110.797	47.672	589.336	1071.931	4.687	340.183	795.094	663.447	285.487	644.477	473.395	403.593	660.408	454.124	279.826	479.105	262.921	311.571	379.689	124.015	399.817	401.754	139.431	414.913	472.252	2.157	358.292	509.012	16.928	307.661	454.949	7.032
1.64999999999999	565.846	816.967	943.69	311.605	807.53	936.31	495.224	628.852	971.304	408.085	625.062	970.347	603.7	723.667	877.496	270.297	705.834	874.046	531.091	902.003	759.583	579.946	906.967	488.24	469.235	900.314	479.129	590.498	916.359	225.553	555.157	930.229	59.84	473.429	965.063	81.569	486.658	1121.547	35.368	544.667	1111.959	46.093	590.314	1072.412	4.662	341.048	803.704	663.809	285.664	654.405	472.981	403.8	670.891	453.398	279.425	486.259	265.254	311.201	384.647	127.683	399.171	407.267	142.719	415.099	472.739	2.287	358.405	509.016	16.822	307.843	455.882	7.546
1.65499999999999	566.48	823.043	944.696	312.457	814.094	936.887	495.264	635.124	972.289	408.203	631.791	970.657	604.165	729.32	878.84	270.861	713.289	873.718	530.51	907.906	760.834	579.656	914.377	489.228	470.349	906.869	481.521	591.014	919.333	226.151	555.54	931.698	59.985	473.452	966.365	81.296	486.681	1122.145	33.544	544.698	1112.941	44.251	590.763	1072.476	4.556	341.75	812.437	664.422	285.607	664.667	472.829	403.874	681.769	452.661	279.16	493.79	267.593	310.48	389.867	131.548	398.556	413.244	145.784	415.239	473.387	2.383	358.38	508.859	16.608	308.074	457.041	8.356
1.65999999999999	567.378	829.251	945.738	313.424	820.846	937.442	495.191	641.439	973.194	408.318	637.965	971.534	604.541	734.957	880.266	271.419	720.558	873.63	529.776	913.618	762.43	579.411	921.334	489.777	471.353	913.79	483.062	591.443	922.012	226.635	555.945	932.967	60.066	473.399	967.583	81.23	486.16	1122.629	31.643	544.173	1113.614	42.723	590.724	1072.581	3.889	342.614	821.264	665.114	285.409	675.107	472.573	403.855	693.074	451.932	278.885	501.909	270.046	309.837	395.675	135.58	397.993	419.724	149.033	415.34	474.002	2.971	358.456	509.327	16.643	308.138	458.183	9.303
1.66499999999999	568.372	835.286	947.045	314.423	827.312	938.081	495.509	647.184	974.629	408.276	645.393	971.325	604.819	740.578	881.64	271.991	727.783	873.461	529.099	919.739	763.766	579.376	927.766	490.213	472.352	920.704	483.72	591.544	924.984	226.519	556.055	934.131	60.129	473.185	968.413	81.18	485.281	1122.921	29.855	543.348	1114.243	41.419	590.855	1073.061	3.664	343.491	829.992	665.823	285.084	685.95	472.196	403.828	704.736	451.053	278.695	510.332	272.402	309.395	401.783	139.83	397.45	426.579	152.363	415.517	475.015	3.922	358.57	510.056	16.852	308.173	459.41	10.413
1.66999999999999	569.187	841.344	948.2	315.421	833.947	938.693	495.433	653.421	975.594	408.4	651.736	972.055	605.036	746.236	882.857	272.608	735.176	873.459	528.67	926.775	766.436	579.385	933.677	490.489	472.935	927.749	483.996	591.586	927.716	226.973	555.948	934.92	60.214	472.827	969.002	81.022	484.284	1123.194	27.994	542.299	1114.678	40.324	591.069	1073.549	4.25	344.187	838.739	666.789	284.716	697.151	471.929	403.492	716.925	449.914	278.132	518.961	274.813	308.934	408.199	144.357	397.012	433.648	155.765	415.715	476.355	5.636	358.669	511.388	17.44	308.088	460.89	12.064
1.67499999999999	570.077	847.458	949.195	316.417	840.363	939.47	495.517	659.701	976.265	408.631	657.945	972.699	605.244	752.061	884.006	273.305	742.421	873.743	527.448	931.944	767.337	579.501	938.959	490.853	473.07	934.844	483.781	591.534	930.266	227.089	555.681	935.541	60.424	472.427	969.56	80.728	483.592	1123.272	26.41	541.46	1115.121	39.442	590.927	1073.666	4.515	345.043	847.855	667.627	284.375	708.598	471.384	403.055	729.581	448.687	277.836	527.969	277.497	308.62	414.762	149.116	396.622	440.658	159.72	415.825	477.961	8.062	358.574	513.441	18.076	308.052	462.492	14.38
1.67999999999999	570.878	853.48	950.159	317.604	846.843	940.161	495.666	665.966	976.976	408.909	664.154	973.4	605.605	758.03	885.191	273.992	749.446	873.926	526.905	937.663	768.246	579.784	943.675	491.018	473.225	941.116	483.473	591.46	933.418	226.842	555.395	935.985	60.543	471.941	969.983	80.526	483.087	1123.48	24.942	540.93	1115.35	38.519	590.875	1073.806	4.677	345.559	856.643	668.572	284.015	720.213	470.702	402.151	742.457	447.127	278.085	537.342	279.871	308.289	421.454	154.12	396.309	447.542	164.171	415.725	479.777	11.407	358.406	516.071	18.894	308.023	464.333	17.244
1.68499999999999	571.667	859.648	951.356	318.601	853.059	941.045	495.945	672.041	977.599	409.271	670.206	974.098	605.89	764.619	885.857	274.584	756.353	874.07	526.779	943.818	768.672	579.877	948.212	490.846	474.824	943.687	482.066	591.567	936.04	227.042	555.134	936.464	60.67	471.545	970.319	80.384	482.697	1123.71	23.915	540.455	1115.733	37.666	590.882	1073.908	4.648	346.088	865.58	669.32	283.762	732.015	470.116	401.566	755.661	445.951	277.953	547.109	282.183	308.078	428.05	159.637	396.116	454.381	169.036	415.384	482.148	15.013	358.133	519.166	19.804	307.856	466.466	20.854
1.68999999999999	572.378	865.962	952.301	319.667	859.341	941.693	496.471	678.309	978.091	409.862	676.324	974.598	606.526	771.137	886.579	275.232	762.979	874.304	527.098	949.785	769.147	580.047	952.247	490.745	474.793	947.917	481.554	591.757	938.802	226.98	554.842	936.946	60.657	471.203	970.39	80.517	482.414	1123.801	22.892	540.022	1116.032	37.056	590.631	1073.882	4.082	345.979	875.451	670.832	283.453	743.866	469.482	400.939	768.492	444.361	277.949	556.871	284.869	308.116	435.171	165.128	395.919	461.708	173.859	414.895	484.989	19.015	357.745	522.688	20.724	307.584	468.981	24.845
1.69499999999999	572.969	872.237	953.339	320.533	865.283	942.602	497.149	684.404	978.666	410.539	682.279	975.265	607.325	777.859	887.352	275.767	769.567	874.697	527.787	955.81	768.934	580.315	956.024	490.359	474.576	951.507	481.668	591.893	941.405	226.843	554.726	937.475	60.677	470.876	970.625	80.463	482.024	1123.888	22.114	539.67	1116.341	36.469	590.549	1074.023	4.072	346.128	884.053	671.817	283.453	755.885	468.774	400.435	781.768	443.2	278.06	566.863	287.506	308.043	442.605	170.911	395.837	469.578	178.671	414.176	488.162	23.268	357.196	526.618	21.93	307.304	472.144	29.105
1.69999999999999	573.474	878.553	954.268	321.224	871.179	943.518	498.025	690.608	979.261	411.326	688.199	975.705	608.213	784.333	888.233	276.407	775.966	875.333	529.019	961.531	768.605	580.446	959.696	490.118	474.083	954.021	481.817	591.856	943.698	226.772	554.503	938.052	60.607	470.463	971.363	80.124	481.672	1123.956	21.303	539.252	1116.494	35.994	590.495	1074.093	4.243	346.022	892.359	672.881	283.275	768.11	468.142	399.853	795.737	442.913	278.275	576.765	290.826	308.095	450.474	176.404	395.821	476.88	184.492	413.323	492.18	27.729	356.445	530.877	23.203	306.877	475.689	33.603
1.70499999999999	574.059	884.916	955.329	321.942	877.067	944.27	498.897	696.822	979.768	412.137	694.066	976.296	608.893	791.002	888.698	277.701	782.742	876.257	530.505	966.953	767.753	580.603	963.387	489.916	473.512	956.537	481.97	591.646	946.049	226.799	554.306	938.505	60.802	470.143	971.494	79.898	481.344	1124.013	20.371	538.889	1116.667	35.456	590.494	1074.186	4.385	345.889	900.413	673.957	283.386	780.325	467.735	399.935	808.537	442.854	278.515	586.921	294.095	308.248	458.894	181.968	395.922	485.516	189.287	412.557	496.836	32.732	355.401	535.387	24.789	306.4	479.826	38.053
1.70999999999999	574.362	891.237	955.911	322.379	882.659	945.187	499.917	702.822	980.526	413.064	699.919	976.798	609.683	797.472	889.451	278.375	788.921	876.989	531.742	972.299	767.109	580.608	966.967	489.619	473.022	958.304	482.424	591.455	947.99	226.98	553.992	938.827	60.962	469.823	971.815	79.693	481.063	1124.132	19.612	538.536	1116.877	34.839	590.494	1074.251	4.353	345.498	908.378	675.352	283.379	792.199	467.872	400.178	821.474	442.954	278.761	597.017	297.246	308.54	467.268	187.743	396.113	494.367	193.948	411.565	502.553	37.467	354.291	540.208	26.614	305.736	484.279	42.747
1.71499999999999	574.717	897.443	956.429	323.36	888.907	946.736	500.878	709.004	981.156	414.091	705.701	977.375	610.237	803.79	890.074	278.82	795.221	877.313	533.053	977.579	766.485	580.494	970.597	489.654	472.524	960.44	482.769	591.175	949.576	226.916	553.656	939.099	61.07	469.576	972.075	79.595	480.856	1124.232	18.858	538.319	1117.156	34.102	590.515	1074.417	4.344	344.854	916.495	676.675	283.494	804.103	468.037	400.406	834.054	443.52	279.087	607.453	300.725	308.857	476.202	193.209	396.393	503.654	198.528	410.431	509.141	42.869	352.352	545.427	28.989	305.093	488.99	47.22
1.71999999999999	575.054	903.661	957.052	323.408	894.148	947.485	501.872	715.031	982.058	415.142	711.602	977.922	610.809	810.274	890.515	279.293	801.166	877.767	534.277	982.801	765.773	580.303	974.333	489.432	472.186	962.287	482.914	590.883	950.813	226.794	553.33	939.306	61.134	469.334	972.069	79.516	480.611	1124.321	18.291	538.082	1117.286	33.765	590.559	1074.413	4.376	344.167	924.53	678.194	283.353	815.971	468.586	400.719	846.268	444.271	279.276	618.155	303.889	309.251	485.282	198.369	396.638	513.25	202.812	408.995	517.556	47.27	349.438	551.002	31.336	304.133	494.653	51.502
1.72499999999999	575.202	909.886	957.471	323.256	899.226	947.98	502.83	720.96	982.848	416.088	717.288	978.615	611.377	816.415	891.301	279.683	806.896	878.535	535.227	987.79	765.51	580.248	977.69	489.369	471.836	964.671	482.869	590.636	951.55	226.736	552.963	939.386	61.321	469.07	972.358	79.308	480.484	1124.387	17.732	537.879	1117.353	33.5	590.507	1074.479	4.441	343.675	932.488	679.767	283.354	827.46	469.508	400.892	858.4	445.587	279.641	628.963	307.121	309.656	494.891	203.414	397.137	523.335	206.697	406.944	526.745	50.334	346.091	557.825	34.407	302.55	500.92	55.901
1.72999999999999	575.533	915.904	957.888	323.015	904.319	948.491	503.751	726.988	983.744	417.029	723.05	979.345	611.84	822.338	891.877	279.947	812.69	878.886	535.931	993.039	765.057	580.01	980.921	489.368	471.781	967.176	482.608	590.346	952.179	226.572	552.671	939.468	61.424	468.722	972.669	79.193	480.365	1124.422	17.364	537.755	1117.432	33.254	590.537	1074.523	4.439	343.015	940.484	681.54	283.078	838.766	470.712	400.88	870.198	446.855	279.853	639.779	310.277	310.255	504.476	208.04	397.602	534.169	210.049	404.806	536.059	52.801	343.159	565.585	38.193	301.098	508.622	61.359
